image_path,defect_type,true_label,score,valid_patches
test\bianxing\000027.png,bianxing,1,0.6431748270988464,1024
test\bianxing\000028.png,bianxing,1,0.6776212453842163,1024
test\bianxing\000029.png,bianxing,1,0.6693481802940369,1024
test\bianxing\000030.png,bianxing,1,0.7132975459098816,1024
test\bianxing\000031.png,bianxing,1,0.6602205038070679,1024
test\bianxing\000032.png,bianxing,1,0.6766167879104614,1024
test\bianxing\000033.png,bianxing,1,0.6960884928703308,1024
test\bianxing\000034.png,bianxing,1,0.6851100325584412,1024
test\bianxing\000035.png,bianxing,1,0.6355466842651367,1024
test\bianxing\000036.png,bianxing,1,0.4998726546764374,1024
test\bianxing\000037.png,bianxing,1,0.6791921257972717,1024
test\bianxing\000038.png,bianxing,1,0.5193080306053162,640
test\bianxing\000039.png,bianxing,1,0.8040077686309814,640
test\fabai\000000.png,fabai,1,0.5932599306106567,1024
test\fabai\000001.png,fabai,1,0.6614870429039001,1024
test\fabai\000002.png,fabai,1,0.6529868841171265,1024
test\fabai\000003.png,fabai,1,0.6802456974983215,1024
test\fabai\000004.png,fabai,1,0.7533848285675049,1024
test\fabai\000005.png,fabai,1,0.7284651398658752,768
test\fabai\000006.png,fabai,1,0.78801429271698,1024
test\fabai\000007.png,fabai,1,0.7367808222770691,1024
test\fabai\000008.png,fabai,1,0.7913769483566284,1024
test\fabai\000009.png,fabai,1,0.6567381024360657,1024
test\fabai\000010.png,fabai,1,0.663873553276062,1024
test\fabai\000011.png,fabai,1,0.6610462665557861,1024
test\fabai\000012.png,fabai,1,0.70162433385849,1024
test\fabai\000013.png,fabai,1,0.786730170249939,1024
test\fabai\000014.png,fabai,1,0.7743424773216248,1024
test\fabai\000015.png,fabai,1,0.6642240285873413,1024
test\fabai\000016.png,fabai,1,0.8367717266082764,1024
test\fabai\000017.png,fabai,1,0.7658270597457886,1024
test\fabai\000018.png,fabai,1,0.922825038433075,1024
test\fabai\000019.png,fabai,1,0.7426660060882568,1024
test\fabai\000020.png,fabai,1,0.8234888911247253,1024
test\fabai\000021.png,fabai,1,0.8990021347999573,1024
test\fabai\000022.png,fabai,1,0.8769047856330872,1024
test\fabai\000023.png,fabai,1,0.8607137203216553,1024
test\fabai\000024.png,fabai,1,0.6167883276939392,1024
test\fabai\000025.png,fabai,1,0.6811081767082214,1024
test\fabai\000026.png,fabai,1,0.6031727194786072,1024
test\fabai\000027.png,fabai,1,0.7749484777450562,1024
test\fabai\000028.png,fabai,1,0.7033057808876038,1024
test\fabai\000029.png,fabai,1,0.8210938572883606,1024
test\fabai\000030.png,fabai,1,0.77981036901474,1024
test\fabai\000031.png,fabai,1,0.6368611454963684,960
test\fabai\000032.png,fabai,1,0.7911626100540161,960
test\fabai\000033.png,fabai,1,0.7758994102478027,448
test\fabai\000034.png,fabai,1,0.7574102878570557,448
test\fabai\000035.png,fabai,1,0.7741652131080627,448
test\fabai\000036.png,fabai,1,0.7663803100585938,448
test\fabai\000037.png,fabai,1,0.9367109537124634,1024
test\fabai\000038.png,fabai,1,0.8730224967002869,1024
test\fabai\000039.png,fabai,1,0.9047014713287354,1024
test\fabai\000040.png,fabai,1,0.863558828830719,1024
test\fabai\000041.png,fabai,1,0.594819188117981,1024
test\fabai\000042.png,fabai,1,0.7693654894828796,1024
test\fabai\000043.png,fabai,1,0.7305129766464233,1024
test\fabai\000044.png,fabai,1,0.7757837176322937,1024
test\fabai\000045.png,fabai,1,0.785509467124939,1024
test\fabai\000046.png,fabai,1,0.6605063676834106,448
test\fabai\000047.png,fabai,1,0.7190918326377869,448
test\fabai\000048.png,fabai,1,0.7831876277923584,448
test\fabai\000049.png,fabai,1,0.6338568925857544,448
test\fabai\000050.png,fabai,1,0.6917991638183594,448
test\fabai\000051.png,fabai,1,0.7304033637046814,1024
test\fabai\000052.png,fabai,1,0.850016713142395,1024
test\fabai\000053.png,fabai,1,0.7547109723091125,1024
test\fabai\000054.png,fabai,1,0.7585439682006836,1024
test\fabai\000055.png,fabai,1,0.6452192664146423,1024
test\fabai\000056.png,fabai,1,0.6522083282470703,1024
test\fabai\000057.png,fabai,1,0.6876745820045471,1024
test\fabai\000058.png,fabai,1,0.7004820704460144,1024
test\fabai\000059.png,fabai,1,0.6659339070320129,1024
test\fabai\000060.png,fabai,1,0.7651722431182861,1024
test\fabai\000061.png,fabai,1,0.727235734462738,896
test\fabai\000062.png,fabai,1,0.7368034720420837,896
test\fabai\000063.png,fabai,1,0.7051776051521301,896
test\fabai\000064.png,fabai,1,0.7026094794273376,896
test\fabai\000065.png,fabai,1,0.8029109835624695,896
test\fabai\000066.png,fabai,1,0.7137630581855774,896
test\fabai\000067.png,fabai,1,0.6959091424942017,1024
test\fabai\000068.png,fabai,1,0.6478158235549927,1024
test\fabai\000069.png,fabai,1,0.784220814704895,1024
test\fabai\000070.png,fabai,1,0.718244194984436,896
test\fabai\000071.png,fabai,1,0.7781652808189392,896
test\fabai\000072.png,fabai,1,0.6815983057022095,896
test\fabai\000073.png,fabai,1,0.8563734292984009,896
test\fabai\000074.png,fabai,1,0.6749210953712463,896
test\fabai\000075.png,fabai,1,0.7425082921981812,896
test\fabai\000076.png,fabai,1,0.7339299917221069,896
test\fabai\000077.png,fabai,1,0.7396847605705261,896
test\fabai\000078.png,fabai,1,0.7537714242935181,896
test\fabai\000079.png,fabai,1,0.7705984115600586,896
test\fabai\000080.png,fabai,1,0.5667887330055237,1024
test\fabai\000081.png,fabai,1,0.8706793189048767,1024
test\fabai\000082.png,fabai,1,0.5618725419044495,1024
test\fabai\000083.png,fabai,1,0.5851812958717346,384
test\fabai\000084.png,fabai,1,0.5934343934059143,384
test\fabai\000085.png,fabai,1,0.5805494785308838,384
test\fabai\000086.png,fabai,1,0.5526835918426514,384
test\fabai\000087.png,fabai,1,0.7800105214118958,768
test\fabai\000088.png,fabai,1,0.8316258788108826,768
test\fabai\000089.png,fabai,1,0.8075000643730164,768
test\fabai\000090.png,fabai,1,0.4974058270454407,384
test\fabai\000091.png,fabai,1,0.5552371740341187,384
test\fabai\000092.png,fabai,1,0.5993755459785461,384
test\fabai\000093.png,fabai,1,0.49855008721351624,384
test\fabai\000094.png,fabai,1,0.5423159599304199,960
test\fabai\000095.png,fabai,1,0.7883617877960205,768
test\fabai\000096.png,fabai,1,0.7698770761489868,768
test\fabai\000097.png,fabai,1,0.6967993378639221,896
test\fabai\000098.png,fabai,1,0.7215863466262817,896
test\fabai\000099.png,fabai,1,0.7835288643836975,896
test\fabai\000100.png,fabai,1,0.6779981851577759,896
test\fabai\000101.png,fabai,1,0.721102237701416,896
test\fabai\000102.png,fabai,1,0.7673824429512024,896
test\fabai\000103.png,fabai,1,0.738219141960144,896
test\fabai\000104.png,fabai,1,0.7533485293388367,640
test\fabai\000105.png,fabai,1,0.6997901797294617,448
test\fabai\000106.png,fabai,1,0.7684982419013977,384
test\fabai\000107.png,fabai,1,0.6049562096595764,384
test\good\000000.png,good,0,0.5733451247215271,1024
test\good\000001.png,good,0,0.6355306506156921,1024
test\good\000002.png,good,0,0.553925096988678,1024
test\good\000003.png,good,0,0.5261576771736145,1024
test\good\000004.png,good,0,0.5409413576126099,1024
test\good\000005.png,good,0,0.6163889169692993,1024
test\good\000006.png,good,0,0.630535900592804,1024
test\good\000007.png,good,0,0.6164004802703857,640
test\good\000008.png,good,0,0.5636764764785767,960
test\good\000009.png,good,0,0.5188910365104675,640
test\good\000010.png,good,0,0.489576518535614,896
test\good\000011.png,good,0,0.5802468061447144,1024
test\good\000012.png,good,0,0.6242860555648804,1024
test\good\000013.png,good,0,0.541844367980957,1024
test\good\000014.png,good,0,0.547735869884491,640
test\good\000015.png,good,0,0.5972529053688049,1024
test\good\000016.png,good,0,0.5270951390266418,1024
test\good\000017.png,good,0,0.5851718187332153,1024
test\good\000018.png,good,0,0.6077679991722107,640
test\good\000019.png,good,0,0.5512442588806152,896
test\good\000020.png,good,0,0.5319180488586426,896
test\good\000021.png,good,0,0.5561332702636719,1024
test\good\000022.png,good,0,0.6071028709411621,1024
test\good\000023.png,good,0,0.5968549847602844,1024
test\good\000024.png,good,0,0.4744259715080261,384
test\good\000025.png,good,0,0.5405372977256775,384
test\good\000026.png,good,0,0.5465094447135925,1024
test\good\000027.png,good,0,0.572289764881134,1024
test\good\000028.png,good,0,0.5588736534118652,1024
test\good\000029.png,good,0,0.6067327260971069,1024
test\good\000030.png,good,0,0.5554438233375549,640
test\good\000031.png,good,0,0.564241349697113,1024
test\good\000032.png,good,0,0.5673348903656006,1024
test\good\000033.png,good,0,0.518101155757904,384
test\good\000034.png,good,0,0.5026418566703796,1024
test\good\000035.png,good,0,0.5033115148544312,1024
test\good\000036.png,good,0,0.5932653546333313,1024
test\good\000037.png,good,0,0.5366312265396118,1024
test\good\000038.png,good,0,0.5274253487586975,1024
test\good\000039.png,good,0,0.5864717960357666,1024
test\good\000040.png,good,0,0.5380833745002747,1024
test\good\000041.png,good,0,0.5570009350776672,640
test\good\000042.png,good,0,0.4923698306083679,384
test\good\000043.png,good,0,0.49267226457595825,896
test\good\000044.png,good,0,0.5925909280776978,1024
test\good\000045.png,good,0,0.6278244256973267,384
test\good\000046.png,good,0,0.48961159586906433,1024
test\good\000047.png,good,0,0.6417429447174072,1024
test\good\000048.png,good,0,0.5356156229972839,1024
test\good\000049.png,good,0,0.5099047422409058,1024
test\good\000050.png,good,0,0.48992252349853516,1024
test\good\000051.png,good,0,0.5258775353431702,1024
test\good\000052.png,good,0,0.6115162968635559,896
test\good\000053.png,good,0,0.6449926495552063,1024
test\good\000054.png,good,0,0.5551033020019531,1024
test\good\000055.png,good,0,0.50888592004776,1024
test\good\000056.png,good,0,0.6886628270149231,1024
test\good\000057.png,good,0,0.5958032011985779,1024
test\good\000058.png,good,0,0.6636613607406616,896
test\good\000059.png,good,0,0.5236915946006775,1024
test\good\000060.png,good,0,0.5577419400215149,1024
test\good\000061.png,good,0,0.5441347360610962,1024
test\good\000062.png,good,0,0.5356758236885071,384
test\good\000063.png,good,0,0.5100271105766296,384
test\good\000064.png,good,0,0.5955912470817566,640
test\good\000065.png,good,0,0.5314401388168335,1024
test\good\000066.png,good,0,0.5973532795906067,960
test\good\000067.png,good,0,0.6240221858024597,1024
test\good\000068.png,good,0,0.4895108938217163,384
test\good\000069.png,good,0,0.5333670973777771,1024
test\good\000070.png,good,0,0.6914180517196655,1024
test\good\000071.png,good,0,0.5220336318016052,1024
test\good\000072.png,good,0,0.6353769898414612,1024
test\good\000073.png,good,0,0.5419552326202393,1024
test\good\000074.png,good,0,0.4994261562824249,1024
test\good\000075.png,good,0,0.5318266153335571,896
test\good\000076.png,good,0,0.5215544104576111,1024
test\good\000077.png,good,0,0.590769350528717,1024
test\good\000078.png,good,0,0.5109866261482239,1024
test\good\000079.png,good,0,0.5309119820594788,1024
test\good\000080.png,good,0,0.5543869733810425,1024
test\good\000081.png,good,0,0.641060471534729,896
test\good\000082.png,good,0,0.507079541683197,1024
test\good\000083.png,good,0,0.5666171908378601,1024
test\good\000084.png,good,0,0.4920852780342102,384
test\good\000085.png,good,0,0.46549147367477417,1024
test\good\000086.png,good,0,0.4980475902557373,1024
test\good\000087.png,good,0,0.5975238084793091,384
test\good\000088.png,good,0,0.48050782084465027,1024
test\good\000089.png,good,0,0.5880438089370728,896
test\good\000090.png,good,0,0.5118128657341003,1024
test\good\000091.png,good,0,0.5837568044662476,1024
test\good\000092.png,good,0,0.7767431139945984,448
test\good\000093.png,good,0,0.5400413870811462,1024
test\good\000094.png,good,0,0.6742344498634338,1024
test\good\000095.png,good,0,0.5629830956459045,1024
test\good\000096.png,good,0,0.5148829221725464,1024
test\good\000097.png,good,0,0.5125840306282043,1024
test\good\000098.png,good,0,0.4943476915359497,1024
test\good\000099.png,good,0,0.5647030472755432,1024
test\good\000100.png,good,0,0.5927060842514038,1024
test\good\000101.png,good,0,0.6253905296325684,1024
test\good\000102.png,good,0,0.6322110891342163,640
test\good\000103.png,good,0,0.7030321955680847,1024
test\good\000104.png,good,0,0.6373001933097839,1024
test\good\000105.png,good,0,0.49418923258781433,1024
test\good\000106.png,good,0,0.5932369232177734,1024
test\good\000107.png,good,0,0.5147075057029724,1024
test\good\000108.png,good,0,0.525362491607666,1024
test\good\000109.png,good,0,0.6011353135108948,1024
test\good\000110.png,good,0,0.5591856241226196,896
test\good\000111.png,good,0,0.559535562992096,384
test\good\000112.png,good,0,0.5382851958274841,1024
test\good\000113.png,good,0,0.5202242136001587,1024
test\good\000114.png,good,0,0.4807960093021393,384
test\good\000115.png,good,0,0.5051877498626709,1024
test\good\000116.png,good,0,0.5362039804458618,960
test\good\000117.png,good,0,0.5552290081977844,640
test\good\000118.png,good,0,0.4938225746154785,1024
test\good\000119.png,good,0,0.5529226064682007,896
test\good\000120.png,good,0,0.6099463701248169,1024
test\good\000121.png,good,0,0.526577889919281,1024
test\good\000122.png,good,0,0.5959408283233643,1024
test\good\000123.png,good,0,0.5753371715545654,1024
test\good\000124.png,good,0,0.598158061504364,640
test\good\000125.png,good,0,0.5980635285377502,1024
test\good\000126.png,good,0,0.4851177930831909,1024
test\good\000127.png,good,0,0.5873555541038513,1024
test\good\000128.png,good,0,0.5109491944313049,1024
test\good\000129.png,good,0,0.5484133362770081,1024
test\good\000130.png,good,0,0.6594001054763794,1024
test\good\000131.png,good,0,0.6877570152282715,896
test\good\000132.png,good,0,0.5504276156425476,1024
test\good\000133.png,good,0,0.6147314310073853,640
test\good\000134.png,good,0,0.7515333890914917,384
test\good\000135.png,good,0,0.618824303150177,1024
test\good\000136.png,good,0,0.7442684769630432,1024
test\good\000137.png,good,0,0.48781314492225647,384
test\good\000138.png,good,0,0.5100425481796265,1024
test\good\000139.png,good,0,0.5896599292755127,1024
test\good\000140.png,good,0,0.4786934554576874,1024
test\good\000141.png,good,0,0.5164623856544495,960
test\good\000142.png,good,0,0.544273316860199,1024
test\good\000143.png,good,0,0.546347975730896,1024
test\good\000144.png,good,0,0.6566363573074341,1024
test\good\000145.png,good,0,0.6777321696281433,1024
test\good\000146.png,good,0,0.655188262462616,1024
test\good\000147.png,good,0,0.6262207627296448,896
test\good\000148.png,good,0,0.49951374530792236,1024
test\good\000149.png,good,0,0.7276483178138733,896
test\good\000150.png,good,0,0.6104782223701477,1024
test\good\000151.png,good,0,0.546650767326355,1024
test\good\000152.png,good,0,0.5014061331748962,1024
test\good\000153.png,good,0,0.620142936706543,896
test\good\000154.png,good,0,0.48201075196266174,1024
test\good\000155.png,good,0,0.5892742276191711,1024
test\good\000156.png,good,0,0.5203965902328491,1024
test\good\000157.png,good,0,0.6497319340705872,896
test\good\000158.png,good,0,0.5544414520263672,1024
test\good\000159.png,good,0,0.5365318059921265,1024
test\good\000160.png,good,0,0.5407219529151917,1024
test\good\000161.png,good,0,0.5652915835380554,1024
test\good\000162.png,good,0,0.6470141410827637,1024
test\good\000163.png,good,0,0.641386091709137,896
test\good\000164.png,good,0,0.5353724956512451,896
test\good\000165.png,good,0,0.5168094038963318,1024
test\good\000166.png,good,0,0.523781955242157,1024
test\good\000167.png,good,0,0.5150390267372131,1024
test\good\000168.png,good,0,0.5661793351173401,1024
test\good\000169.png,good,0,0.5114294290542603,1024
test\good\000170.png,good,0,0.5326210856437683,1024
test\good\000171.png,good,0,0.5619586110115051,1024
test\good\000172.png,good,0,0.5844828486442566,1024
test\good\000173.png,good,0,0.6647034883499146,1024
test\good\000174.png,good,0,0.49163010716438293,1024
test\good\000175.png,good,0,0.49730443954467773,1024
test\good\000176.png,good,0,0.5405176281929016,1024
test\good\000177.png,good,0,0.6072969436645508,640
test\good\000178.png,good,0,0.5749679207801819,960
test\good\000179.png,good,0,0.4858614504337311,384
test\good\000180.png,good,0,0.6114892959594727,960
test\good\000181.png,good,0,0.5930299758911133,896
test\good\000182.png,good,0,0.5679067969322205,1024
test\good\000183.png,good,0,0.5278628468513489,1024
test\good\000184.png,good,0,0.5260615944862366,640
test\good\000185.png,good,0,0.5287609100341797,1024
test\good\000186.png,good,0,0.5181772112846375,1024
test\good\000187.png,good,0,0.5390035510063171,1024
test\good\000188.png,good,0,0.48270928859710693,640
test\good\000189.png,good,0,0.5738970041275024,1024
test\good\000190.png,good,0,0.5581613183021545,1024
test\good\000191.png,good,0,0.5754044055938721,1024
test\good\000192.png,good,0,0.550453782081604,1024
test\good\000193.png,good,0,0.5550400614738464,896
test\good\000194.png,good,0,0.6015691161155701,1024
test\good\000195.png,good,0,0.5702141523361206,1024
test\good\000196.png,good,0,0.5652129054069519,1024
test\good\000197.png,good,0,0.5911267399787903,1024
test\good\000198.png,good,0,0.6897101998329163,1024
test\good\000199.png,good,0,0.526704728603363,1024
test\good\000200.png,good,0,0.6122102737426758,1024
test\good\000201.png,good,0,0.5289954543113708,1024
test\good\000202.png,good,0,0.627084493637085,1024
test\good\000203.png,good,0,0.6928399801254272,960
test\good\000204.png,good,0,0.5130417346954346,1024
test\good\000205.png,good,0,0.5647441744804382,1024
test\good\000206.png,good,0,0.5730888247489929,384
test\good\000207.png,good,0,0.6723709106445312,1024
test\good\000208.png,good,0,0.5241503119468689,1024
test\good\000209.png,good,0,0.5819092988967896,1024
test\good\000210.png,good,0,0.5164275169372559,1024
test\good\000211.png,good,0,0.5244147181510925,1024
test\good\000212.png,good,0,0.5902464985847473,640
test\good\000213.png,good,0,0.6124148964881897,1024
test\good\000214.png,good,0,0.5371282696723938,1024
test\good\000215.png,good,0,0.5617883205413818,384
test\good\000216.png,good,0,0.5752061009407043,1024
test\good\000217.png,good,0,0.5355315804481506,1024
test\good\000218.png,good,0,0.53741055727005,1024
test\good\000219.png,good,0,0.571170449256897,1024
test\good\000220.png,good,0,0.5794750452041626,1024
test\good\000221.png,good,0,0.5289411544799805,1024
test\good\000222.png,good,0,0.5114848017692566,1024
test\good\000223.png,good,0,0.5526269674301147,384
test\good\000224.png,good,0,0.5001301765441895,1024
test\good\000225.png,good,0,0.5424475073814392,1024
test\good\000226.png,good,0,0.5099688172340393,384
test\good\000227.png,good,0,0.5674576163291931,1024
test\good\000228.png,good,0,0.5781140923500061,1024
test\good\000229.png,good,0,0.554919421672821,1024
test\good\000230.png,good,0,0.5257362723350525,384
test\good\000231.png,good,0,0.5530064702033997,896
test\good\000232.png,good,0,0.7282865643501282,1024
test\good\000233.png,good,0,0.5872366428375244,1024
test\good\000234.png,good,0,0.527336835861206,1024
test\good\000235.png,good,0,0.47777292132377625,1024
test\good\000236.png,good,0,0.4709725081920624,1024
test\good\000237.png,good,0,0.5873663425445557,1024
test\good\000238.png,good,0,0.6105256676673889,1024
test\good\000239.png,good,0,0.5292430520057678,960
test\good\000240.png,good,0,0.6332590579986572,896
test\good\000241.png,good,0,0.5490728616714478,640
test\good\000242.png,good,0,0.6345683932304382,1024
test\good\000243.png,good,0,0.5738707184791565,1024
test\good\000244.png,good,0,0.6182661652565002,640
test\good\000245.png,good,0,0.6338629126548767,896
test\good\000246.png,good,0,0.5538656115531921,1024
test\good\000247.png,good,0,0.5652959942817688,1024
test\good\000248.png,good,0,0.5747379660606384,1024
test\good\000249.png,good,0,0.5988079309463501,1024
test\good\000250.png,good,0,0.5359764695167542,896
test\good\000251.png,good,0,0.4991922974586487,1024
test\good\000252.png,good,0,0.47489023208618164,1024
test\good\000253.png,good,0,0.5047642588615417,960
test\good\000254.png,good,0,0.5070323944091797,1024
test\good\000255.png,good,0,0.474010705947876,1024
test\good\000256.png,good,0,0.5270386934280396,1024
test\good\000257.png,good,0,0.4828852117061615,1024
test\good\000258.png,good,0,0.6151631474494934,1024
test\good\000259.png,good,0,0.6045604348182678,1024
test\good\000260.png,good,0,0.4850437045097351,384
test\good\000261.png,good,0,0.6393357515335083,1024
test\good\000262.png,good,0,0.5550656318664551,1024
test\good\000263.png,good,0,0.7088850736618042,1024
test\good\000264.png,good,0,0.5377920866012573,384
test\good\000265.png,good,0,0.6186870336532593,1024
test\good\000266.png,good,0,0.5845228433609009,1024
test\good\000267.png,good,0,0.5797598958015442,896
test\good\000268.png,good,0,0.4966510534286499,384
test\good\000269.png,good,0,0.5531211495399475,640
test\good\000270.png,good,0,0.5718945264816284,1024
test\good\000271.png,good,0,0.6161049008369446,1024
test\good\000272.png,good,0,0.6323294043540955,896
test\good\000273.png,good,0,0.48031502962112427,1024
test\good\000274.png,good,0,0.5014569759368896,1024
test\good\000275.png,good,0,0.6299020051956177,1024
test\good\000276.png,good,0,0.6971222758293152,1024
test\good\000277.png,good,0,0.47281309962272644,384
test\good\000278.png,good,0,0.5850015878677368,1024
test\good\000279.png,good,0,0.5488241910934448,1024
test\good\000280.png,good,0,0.577751636505127,640
test\good\000281.png,good,0,0.4978539049625397,1024
test\good\000282.png,good,0,0.5466843247413635,1024
test\good\000283.png,good,0,0.5845238566398621,1024
test\good\000284.png,good,0,0.608049750328064,1024
test\good\000285.png,good,0,0.48177215456962585,1024
test\good\000286.png,good,0,0.5312535762786865,1024
test\good\000287.png,good,0,0.5052019357681274,1024
test\good\000288.png,good,0,0.49197590351104736,1024
test\good\000289.png,good,0,0.5374819040298462,1024
test\good\000290.png,good,0,0.6044480204582214,1024
test\good\000291.png,good,0,0.5146973133087158,1024
test\good\000292.png,good,0,0.6374973058700562,1024
test\good\000293.png,good,0,0.4686329960823059,1024
test\good\000294.png,good,0,0.5059759020805359,640
test\good\000295.png,good,0,0.6020503640174866,640
test\good\000296.png,good,0,0.5663804411888123,1024
test\good\000297.png,good,0,0.6579136252403259,1024
