image_path,defect_type,true_label,score,predicted_label,error_type
test\aotu\000034.png,aotu,1,0.7277765274047852,1,true_positive
test\aotu\000035.png,aotu,1,0.7093779444694519,1,true_positive
test\aotu\000036.png,aotu,1,0.7437902688980103,1,true_positive
test\aotu\000037.png,aotu,1,0.6910772919654846,1,true_positive
test\aotu\000038.png,aotu,1,0.6027817726135254,1,true_positive
test\aotu\000039.png,aotu,1,0.704611599445343,1,true_positive
test\aotu\000040.png,aotu,1,0.729927122592926,1,true_positive
test\aotu\000041.png,aotu,1,0.49950242042541504,0,false_negative
test\aotu\000042.png,aotu,1,0.5116928815841675,0,false_negative
test\aotu\000043.png,aotu,1,0.7069915533065796,1,true_positive
test\aotu\000044.png,aotu,1,0.7463985681533813,1,true_positive
test\aotu\000045.png,aotu,1,0.7292217016220093,1,true_positive
test\aotu\000046.png,aotu,1,0.48725563287734985,0,false_negative
test\aotu\000047.png,aotu,1,0.5513335466384888,1,true_positive
test\aotu\000048.png,aotu,1,0.5767101049423218,1,true_positive
test\aotu\000049.png,aotu,1,0.722933828830719,1,true_positive
test\aotu\000050.png,aotu,1,0.7159991264343262,1,true_positive
test\aotu\000051.png,aotu,1,0.5528306365013123,1,true_positive
test\aotu\000052.png,aotu,1,0.6807926297187805,1,true_positive
test\aotu\000053.png,aotu,1,0.6520330905914307,1,true_positive
test\aotu\000054.png,aotu,1,0.517653226852417,0,false_negative
test\aotu\000055.png,aotu,1,0.5586724877357483,1,true_positive
test\aotu\000056.png,aotu,1,0.6951392889022827,1,true_positive
test\aotu\000057.png,aotu,1,0.7148268222808838,1,true_positive
test\aotu\000058.png,aotu,1,0.6524361968040466,1,true_positive
test\aotu\000059.png,aotu,1,0.6743178367614746,1,true_positive
test\aotu\000060.png,aotu,1,0.5718796849250793,1,true_positive
test\aotu\000061.png,aotu,1,0.5347955822944641,0,false_negative
test\aotu\000062.png,aotu,1,0.666437566280365,1,true_positive
test\aotu\000063.png,aotu,1,0.63393634557724,1,true_positive
test\aotu\000064.png,aotu,1,0.6697742342948914,1,true_positive
test\aotu\000065.png,aotu,1,0.67738276720047,1,true_positive
test\aotu\000066.png,aotu,1,0.6641775369644165,1,true_positive
test\aotu\000067.png,aotu,1,0.6778871417045593,1,true_positive
test\aotu\000068.png,aotu,1,0.5768306851387024,1,true_positive
test\aotu\000069.png,aotu,1,0.818291425704956,1,true_positive
test\aotu\000070.png,aotu,1,0.6604700088500977,1,true_positive
test\aotu\000071.png,aotu,1,0.6585584878921509,1,true_positive
test\aotu\000072.png,aotu,1,0.7697681784629822,1,true_positive
test\aotu\000073.png,aotu,1,0.7869848012924194,1,true_positive
test\aotu\000074.png,aotu,1,0.7376025319099426,1,true_positive
test\aotu\000075.png,aotu,1,0.6801847815513611,1,true_positive
test\aotu\000076.png,aotu,1,0.6233755946159363,1,true_positive
test\aotu\000077.png,aotu,1,0.7089112401008606,1,true_positive
test\aotu\000078.png,aotu,1,0.5118229985237122,0,false_negative
test\aotu\000079.png,aotu,1,0.5460902452468872,1,true_positive
test\bianxing\000000.png,bianxing,1,0.5085002183914185,0,false_negative
test\bianxing\000001.png,bianxing,1,0.5836640000343323,1,true_positive
test\bianxing\000002.png,bianxing,1,0.7765660285949707,1,true_positive
test\bianxing\000003.png,bianxing,1,0.7577217221260071,1,true_positive
test\bianxing\000004.png,bianxing,1,0.676501989364624,1,true_positive
test\bianxing\000005.png,bianxing,1,0.7437427639961243,1,true_positive
test\bianxing\000006.png,bianxing,1,0.5955876708030701,1,true_positive
test\bianxing\000007.png,bianxing,1,0.53168785572052,0,false_negative
test\bianxing\000008.png,bianxing,1,0.7124205827713013,1,true_positive
test\bianxing\000009.png,bianxing,1,0.5422404408454895,1,true_positive
test\bianxing\000010.png,bianxing,1,0.5643613338470459,1,true_positive
test\bianxing\000011.png,bianxing,1,0.7194884419441223,1,true_positive
test\bianxing\000012.png,bianxing,1,0.7211903929710388,1,true_positive
test\bianxing\000013.png,bianxing,1,0.7135936617851257,1,true_positive
test\bianxing\000014.png,bianxing,1,0.5154494047164917,0,false_negative
test\bianxing\000015.png,bianxing,1,0.7359692454338074,1,true_positive
test\bianxing\000016.png,bianxing,1,0.47837772965431213,0,false_negative
test\bianxing\000017.png,bianxing,1,0.5235238075256348,0,false_negative
test\bianxing\000018.png,bianxing,1,0.5536741018295288,1,true_positive
test\bianxing\000019.png,bianxing,1,0.5436298251152039,1,true_positive
test\bianxing\000020.png,bianxing,1,0.4784093499183655,0,false_negative
test\bianxing\000021.png,bianxing,1,0.7304127812385559,1,true_positive
test\bianxing\000022.png,bianxing,1,0.613348126411438,1,true_positive
test\bianxing\000023.png,bianxing,1,0.6618192791938782,1,true_positive
test\bianxing\000024.png,bianxing,1,0.5370626449584961,0,false_negative
test\bianxing\000025.png,bianxing,1,0.6629946827888489,1,true_positive
test\bianxing\000026.png,bianxing,1,0.6643983125686646,1,true_positive
test\bianxing\000027.png,bianxing,1,0.6653530597686768,1,true_positive
test\bianxing\000028.png,bianxing,1,0.6592344641685486,1,true_positive
test\bianxing\000029.png,bianxing,1,0.6773635745048523,1,true_positive
test\bianxing\000030.png,bianxing,1,0.694198727607727,1,true_positive
test\bianxing\000031.png,bianxing,1,0.6598096489906311,1,true_positive
test\bianxing\000032.png,bianxing,1,0.6580209136009216,1,true_positive
test\bianxing\000033.png,bianxing,1,0.5832229852676392,1,true_positive
test\bianxing\000034.png,bianxing,1,0.6133502721786499,1,true_positive
test\bianxing\000035.png,bianxing,1,0.5646187663078308,1,true_positive
test\bianxing\000036.png,bianxing,1,0.48844847083091736,0,false_negative
test\bianxing\000037.png,bianxing,1,0.6325412392616272,1,true_positive
test\bianxing\000038.png,bianxing,1,0.5158412456512451,0,false_negative
test\bianxing\000039.png,bianxing,1,0.7758664488792419,1,true_positive
test\fabai\000000.png,fabai,1,0.5469077229499817,1,true_positive
test\fabai\000001.png,fabai,1,0.6523888111114502,1,true_positive
test\fabai\000002.png,fabai,1,0.6849461793899536,1,true_positive
test\fabai\000003.png,fabai,1,0.6587420105934143,1,true_positive
test\fabai\000004.png,fabai,1,0.6315370798110962,1,true_positive
test\fabai\000005.png,fabai,1,0.7053970694541931,1,true_positive
test\fabai\000006.png,fabai,1,0.7711871266365051,1,true_positive
test\fabai\000007.png,fabai,1,0.6221960186958313,1,true_positive
test\fabai\000008.png,fabai,1,0.7861289381980896,1,true_positive
test\fabai\000009.png,fabai,1,0.7070660591125488,1,true_positive
test\fabai\000010.png,fabai,1,0.7522026896476746,1,true_positive
test\fabai\000011.png,fabai,1,0.6008361577987671,1,true_positive
test\fabai\000012.png,fabai,1,0.5793942213058472,1,true_positive
test\fabai\000013.png,fabai,1,0.7718836069107056,1,true_positive
test\fabai\000014.png,fabai,1,0.7770232558250427,1,true_positive
test\fabai\000015.png,fabai,1,0.6245391964912415,1,true_positive
test\fabai\000016.png,fabai,1,0.8147392868995667,1,true_positive
test\fabai\000017.png,fabai,1,0.6363574862480164,1,true_positive
test\fabai\000018.png,fabai,1,0.9062600135803223,1,true_positive
test\fabai\000019.png,fabai,1,0.5099202990531921,0,false_negative
test\fabai\000020.png,fabai,1,0.8002508878707886,1,true_positive
test\fabai\000021.png,fabai,1,0.8697685599327087,1,true_positive
test\fabai\000022.png,fabai,1,0.8487124443054199,1,true_positive
test\fabai\000023.png,fabai,1,0.8480303287506104,1,true_positive
test\fabai\000024.png,fabai,1,0.6528276205062866,1,true_positive
test\fabai\000025.png,fabai,1,0.6400032043457031,1,true_positive
test\fabai\000026.png,fabai,1,0.6528276205062866,1,true_positive
test\fabai\000027.png,fabai,1,0.6528265476226807,1,true_positive
test\fabai\000028.png,fabai,1,0.6460661292076111,1,true_positive
test\fabai\000029.png,fabai,1,0.8377127051353455,1,true_positive
test\fabai\000030.png,fabai,1,0.6528279185295105,1,true_positive
test\fabai\000031.png,fabai,1,0.5031793117523193,0,false_negative
test\fabai\000032.png,fabai,1,0.781836986541748,1,true_positive
test\fabai\000033.png,fabai,1,0.8049130439758301,1,true_positive
test\fabai\000034.png,fabai,1,0.7842639088630676,1,true_positive
test\fabai\000035.png,fabai,1,0.7608358860015869,1,true_positive
test\fabai\000036.png,fabai,1,0.8403303027153015,1,true_positive
test\fabai\000037.png,fabai,1,0.8299388885498047,1,true_positive
test\fabai\000038.png,fabai,1,0.8091709613800049,1,true_positive
test\fabai\000039.png,fabai,1,0.8967187404632568,1,true_positive
test\fabai\000040.png,fabai,1,0.811316728591919,1,true_positive
test\fabai\000041.png,fabai,1,0.48888060450553894,0,false_negative
test\fabai\000042.png,fabai,1,0.6794195175170898,1,true_positive
test\fabai\000043.png,fabai,1,0.7171622514724731,1,true_positive
test\fabai\000044.png,fabai,1,0.7410582900047302,1,true_positive
test\fabai\000045.png,fabai,1,0.8089409470558167,1,true_positive
test\fabai\000046.png,fabai,1,0.6352086663246155,1,true_positive
test\fabai\000047.png,fabai,1,0.739283561706543,1,true_positive
test\fabai\000048.png,fabai,1,0.7330882549285889,1,true_positive
test\fabai\000049.png,fabai,1,0.699341893196106,1,true_positive
test\fabai\000050.png,fabai,1,0.7297312021255493,1,true_positive
test\fabai\000051.png,fabai,1,0.707522988319397,1,true_positive
test\fabai\000052.png,fabai,1,0.8617249131202698,1,true_positive
test\fabai\000053.png,fabai,1,0.6751418709754944,1,true_positive
test\fabai\000054.png,fabai,1,0.6936690211296082,1,true_positive
test\fabai\000055.png,fabai,1,0.6126013398170471,1,true_positive
test\fabai\000056.png,fabai,1,0.669077455997467,1,true_positive
test\fabai\000057.png,fabai,1,0.6840644478797913,1,true_positive
test\fabai\000058.png,fabai,1,0.6742071509361267,1,true_positive
test\fabai\000059.png,fabai,1,0.6306057572364807,1,true_positive
test\fabai\000060.png,fabai,1,0.6983769536018372,1,true_positive
test\fabai\000061.png,fabai,1,0.6984862089157104,1,true_positive
test\fabai\000062.png,fabai,1,0.7345307469367981,1,true_positive
test\fabai\000063.png,fabai,1,0.6913310885429382,1,true_positive
test\fabai\000064.png,fabai,1,0.6960980296134949,1,true_positive
test\fabai\000065.png,fabai,1,0.7646986246109009,1,true_positive
test\fabai\000066.png,fabai,1,0.691635251045227,1,true_positive
test\fabai\000067.png,fabai,1,0.5528349876403809,1,true_positive
test\fabai\000068.png,fabai,1,0.6536108255386353,1,true_positive
test\fabai\000069.png,fabai,1,0.7643404006958008,1,true_positive
test\fabai\000070.png,fabai,1,0.708423376083374,1,true_positive
test\fabai\000071.png,fabai,1,0.7376614212989807,1,true_positive
test\fabai\000072.png,fabai,1,0.6387059092521667,1,true_positive
test\fabai\000073.png,fabai,1,0.8412202596664429,1,true_positive
test\fabai\000074.png,fabai,1,0.7180608510971069,1,true_positive
test\fabai\000075.png,fabai,1,0.8279364109039307,1,true_positive
test\fabai\000076.png,fabai,1,0.8158185482025146,1,true_positive
test\fabai\000077.png,fabai,1,0.8193736672401428,1,true_positive
test\fabai\000078.png,fabai,1,0.8130007386207581,1,true_positive
test\fabai\000079.png,fabai,1,0.8325924873352051,1,true_positive
test\fabai\000080.png,fabai,1,0.5111942291259766,0,false_negative
test\fabai\000081.png,fabai,1,0.8196826577186584,1,true_positive
test\fabai\000082.png,fabai,1,0.5410878658294678,1,true_positive
test\fabai\000083.png,fabai,1,0.5681107640266418,1,true_positive
test\fabai\000084.png,fabai,1,0.5117332935333252,0,false_negative
test\fabai\000085.png,fabai,1,0.49770018458366394,0,false_negative
test\fabai\000086.png,fabai,1,0.5645512938499451,1,true_positive
test\fabai\000087.png,fabai,1,0.7545987963676453,1,true_positive
test\fabai\000088.png,fabai,1,0.8031013011932373,1,true_positive
test\fabai\000089.png,fabai,1,0.784580409526825,1,true_positive
test\fabai\000090.png,fabai,1,0.525539219379425,0,false_negative
test\fabai\000091.png,fabai,1,0.5779741406440735,1,true_positive
test\fabai\000092.png,fabai,1,0.7221181392669678,1,true_positive
test\fabai\000093.png,fabai,1,0.5058639645576477,0,false_negative
test\fabai\000094.png,fabai,1,0.4693797528743744,0,false_negative
test\fabai\000095.png,fabai,1,0.7392956018447876,1,true_positive
test\fabai\000096.png,fabai,1,0.8062916398048401,1,true_positive
test\fabai\000097.png,fabai,1,0.7005279660224915,1,true_positive
test\fabai\000098.png,fabai,1,0.7429763078689575,1,true_positive
test\fabai\000099.png,fabai,1,0.7893944978713989,1,true_positive
test\fabai\000100.png,fabai,1,0.6861175298690796,1,true_positive
test\fabai\000101.png,fabai,1,0.6839102506637573,1,true_positive
test\fabai\000102.png,fabai,1,0.7419524788856506,1,true_positive
test\fabai\000103.png,fabai,1,0.6998535990715027,1,true_positive
test\fabai\000104.png,fabai,1,0.6978002786636353,1,true_positive
test\fabai\000105.png,fabai,1,0.7608577609062195,1,true_positive
test\fabai\000106.png,fabai,1,0.7134400606155396,1,true_positive
test\fabai\000107.png,fabai,1,0.599446713924408,1,true_positive
test\good\000000.png,good,0,0.5010403394699097,0,true_negative
test\good\000001.png,good,0,0.6418687105178833,1,false_positive
test\good\000002.png,good,0,0.49379274249076843,0,true_negative
test\good\000003.png,good,0,0.5156388878822327,0,true_negative
test\good\000004.png,good,0,0.5053747296333313,0,true_negative
test\good\000005.png,good,0,0.5460494160652161,1,false_positive
test\good\000006.png,good,0,0.5558032989501953,1,false_positive
test\good\000007.png,good,0,0.5263703465461731,0,true_negative
test\good\000008.png,good,0,0.5160934329032898,0,true_negative
test\good\000009.png,good,0,0.5170925855636597,0,true_negative
test\good\000010.png,good,0,0.45539483428001404,0,true_negative
test\good\000011.png,good,0,0.5214462876319885,0,true_negative
test\good\000012.png,good,0,0.5510447025299072,1,false_positive
test\good\000013.png,good,0,0.4879465401172638,0,true_negative
test\good\000014.png,good,0,0.5384328961372375,0,true_negative
test\good\000015.png,good,0,0.5379473567008972,0,true_negative
test\good\000016.png,good,0,0.5185585021972656,0,true_negative
test\good\000017.png,good,0,0.5462213158607483,1,false_positive
test\good\000018.png,good,0,0.5715043544769287,1,false_positive
test\good\000019.png,good,0,0.516671359539032,0,true_negative
test\good\000020.png,good,0,0.4701802432537079,0,true_negative
test\good\000021.png,good,0,0.5510757565498352,1,false_positive
test\good\000022.png,good,0,0.53938889503479,0,true_negative
test\good\000023.png,good,0,0.5014975070953369,0,true_negative
test\good\000024.png,good,0,0.5038615465164185,0,true_negative
test\good\000025.png,good,0,0.5743952989578247,1,false_positive
test\good\000026.png,good,0,0.484621524810791,0,true_negative
test\good\000027.png,good,0,0.517157256603241,0,true_negative
test\good\000028.png,good,0,0.5141172409057617,0,true_negative
test\good\000029.png,good,0,0.5789572596549988,1,false_positive
test\good\000030.png,good,0,0.5467588305473328,1,false_positive
test\good\000031.png,good,0,0.5301377773284912,0,true_negative
test\good\000032.png,good,0,0.4881766140460968,0,true_negative
test\good\000033.png,good,0,0.4609924554824829,0,true_negative
test\good\000034.png,good,0,0.47585082054138184,0,true_negative
test\good\000035.png,good,0,0.48252034187316895,0,true_negative
test\good\000036.png,good,0,0.5354328155517578,0,true_negative
test\good\000037.png,good,0,0.4743817448616028,0,true_negative
test\good\000038.png,good,0,0.5022690296173096,0,true_negative
test\good\000039.png,good,0,0.4988432824611664,0,true_negative
test\good\000040.png,good,0,0.49936947226524353,0,true_negative
test\good\000041.png,good,0,0.5707563757896423,1,false_positive
test\good\000042.png,good,0,0.6565197706222534,1,false_positive
test\good\000043.png,good,0,0.45582669973373413,0,true_negative
test\good\000044.png,good,0,0.5704366564750671,1,false_positive
test\good\000045.png,good,0,0.618176281452179,1,false_positive
test\good\000046.png,good,0,0.49387794733047485,0,true_negative
test\good\000047.png,good,0,0.5356329679489136,0,true_negative
test\good\000048.png,good,0,0.47756388783454895,0,true_negative
test\good\000049.png,good,0,0.4516257047653198,0,true_negative
test\good\000050.png,good,0,0.45517870783805847,0,true_negative
test\good\000051.png,good,0,0.503444492816925,0,true_negative
test\good\000052.png,good,0,0.5014399886131287,0,true_negative
test\good\000053.png,good,0,0.5928553938865662,1,false_positive
test\good\000054.png,good,0,0.53564453125,0,true_negative
test\good\000055.png,good,0,0.4798371493816376,0,true_negative
test\good\000056.png,good,0,0.630182683467865,1,false_positive
test\good\000057.png,good,0,0.5297797322273254,0,true_negative
test\good\000058.png,good,0,0.721684455871582,1,false_positive
test\good\000059.png,good,0,0.472126305103302,0,true_negative
test\good\000060.png,good,0,0.50018709897995,0,true_negative
test\good\000061.png,good,0,0.518742561340332,0,true_negative
test\good\000062.png,good,0,0.5978542566299438,1,false_positive
test\good\000063.png,good,0,0.5346806645393372,0,true_negative
test\good\000064.png,good,0,0.6050456166267395,1,false_positive
test\good\000065.png,good,0,0.5067774653434753,0,true_negative
test\good\000066.png,good,0,0.5208943486213684,0,true_negative
test\good\000067.png,good,0,0.4898783564567566,0,true_negative
test\good\000068.png,good,0,0.5693478584289551,1,false_positive
test\good\000069.png,good,0,0.4880557358264923,0,true_negative
test\good\000070.png,good,0,0.7264319658279419,1,false_positive
test\good\000071.png,good,0,0.4824138581752777,0,true_negative
test\good\000072.png,good,0,0.5572363138198853,1,false_positive
test\good\000073.png,good,0,0.5014193058013916,0,true_negative
test\good\000074.png,good,0,0.4815610647201538,0,true_negative
test\good\000075.png,good,0,0.5569613575935364,1,false_positive
test\good\000076.png,good,0,0.5026400685310364,0,true_negative
test\good\000077.png,good,0,0.5789116621017456,1,false_positive
test\good\000078.png,good,0,0.4826285243034363,0,true_negative
test\good\000079.png,good,0,0.5019144415855408,0,true_negative
test\good\000080.png,good,0,0.4924252927303314,0,true_negative
test\good\000081.png,good,0,0.6545126438140869,1,false_positive
test\good\000082.png,good,0,0.5081342458724976,0,true_negative
test\good\000083.png,good,0,0.5001668930053711,0,true_negative
test\good\000084.png,good,0,0.5515261292457581,1,false_positive
test\good\000085.png,good,0,0.511437714099884,0,true_negative
test\good\000086.png,good,0,0.4643647074699402,0,true_negative
test\good\000087.png,good,0,0.5574451684951782,1,false_positive
test\good\000088.png,good,0,0.4876787066459656,0,true_negative
test\good\000089.png,good,0,0.5067188143730164,0,true_negative
test\good\000090.png,good,0,0.44736889004707336,0,true_negative
test\good\000091.png,good,0,0.5052917003631592,0,true_negative
test\good\000092.png,good,0,0.6046120524406433,1,false_positive
test\good\000093.png,good,0,0.5343642234802246,0,true_negative
test\good\000094.png,good,0,0.6177526712417603,1,false_positive
test\good\000095.png,good,0,0.5243639349937439,0,true_negative
test\good\000096.png,good,0,0.5367942452430725,0,true_negative
test\good\000097.png,good,0,0.4832555055618286,0,true_negative
test\good\000098.png,good,0,0.5059608221054077,0,true_negative
test\good\000099.png,good,0,0.524186909198761,0,true_negative
test\good\000100.png,good,0,0.49888676404953003,0,true_negative
test\good\000101.png,good,0,0.6133245229721069,1,false_positive
test\good\000102.png,good,0,0.5950682163238525,1,false_positive
test\good\000103.png,good,0,0.6937713623046875,1,false_positive
test\good\000104.png,good,0,0.5946968197822571,1,false_positive
test\good\000105.png,good,0,0.5049266219139099,0,true_negative
test\good\000106.png,good,0,0.49232348799705505,0,true_negative
test\good\000107.png,good,0,0.49071985483169556,0,true_negative
test\good\000108.png,good,0,0.5326693058013916,0,true_negative
test\good\000109.png,good,0,0.5563921332359314,1,false_positive
test\good\000110.png,good,0,0.525545597076416,0,true_negative
test\good\000111.png,good,0,0.5562616586685181,1,false_positive
test\good\000112.png,good,0,0.4869580566883087,0,true_negative
test\good\000113.png,good,0,0.4731828272342682,0,true_negative
test\good\000114.png,good,0,0.5395411849021912,0,true_negative
test\good\000115.png,good,0,0.4858318567276001,0,true_negative
test\good\000116.png,good,0,0.4859829843044281,0,true_negative
test\good\000117.png,good,0,0.5643001198768616,1,false_positive
test\good\000118.png,good,0,0.4683319628238678,0,true_negative
test\good\000119.png,good,0,0.518884003162384,0,true_negative
test\good\000120.png,good,0,0.5774771571159363,1,false_positive
test\good\000121.png,good,0,0.5034558773040771,0,true_negative
test\good\000122.png,good,0,0.5187947750091553,0,true_negative
test\good\000123.png,good,0,0.547654390335083,1,false_positive
test\good\000124.png,good,0,0.6470016837120056,1,false_positive
test\good\000125.png,good,0,0.5480515956878662,1,false_positive
test\good\000126.png,good,0,0.48420625925064087,0,true_negative
test\good\000127.png,good,0,0.5368170738220215,0,true_negative
test\good\000128.png,good,0,0.4917963147163391,0,true_negative
test\good\000129.png,good,0,0.5450147390365601,1,false_positive
test\good\000130.png,good,0,0.6101393103599548,1,false_positive
test\good\000131.png,good,0,0.6448534727096558,1,false_positive
test\good\000132.png,good,0,0.5288216471672058,0,true_negative
test\good\000133.png,good,0,0.547502338886261,1,false_positive
test\good\000134.png,good,0,0.530249297618866,0,true_negative
test\good\000135.png,good,0,0.5601893663406372,1,false_positive
test\good\000136.png,good,0,0.7490181922912598,1,false_positive
test\good\000137.png,good,0,0.4691004455089569,0,true_negative
test\good\000138.png,good,0,0.4709472060203552,0,true_negative
test\good\000139.png,good,0,0.5818416476249695,1,false_positive
test\good\000140.png,good,0,0.47010669112205505,0,true_negative
test\good\000141.png,good,0,0.49200206995010376,0,true_negative
test\good\000142.png,good,0,0.5283655524253845,0,true_negative
test\good\000143.png,good,0,0.5166581869125366,0,true_negative
test\good\000144.png,good,0,0.6217896938323975,1,false_positive
test\good\000145.png,good,0,0.7293163537979126,1,false_positive
test\good\000146.png,good,0,0.6305108070373535,1,false_positive
test\good\000147.png,good,0,0.6474802494049072,1,false_positive
test\good\000148.png,good,0,0.4699843227863312,0,true_negative
test\good\000149.png,good,0,0.638367772102356,1,false_positive
test\good\000150.png,good,0,0.4788772165775299,0,true_negative
test\good\000151.png,good,0,0.5020179748535156,0,true_negative
test\good\000152.png,good,0,0.5082171559333801,0,true_negative
test\good\000153.png,good,0,0.686874508857727,1,false_positive
test\good\000154.png,good,0,0.49950551986694336,0,true_negative
test\good\000155.png,good,0,0.5174471735954285,0,true_negative
test\good\000156.png,good,0,0.4954528212547302,0,true_negative
test\good\000157.png,good,0,0.6408180594444275,1,false_positive
test\good\000158.png,good,0,0.5253692865371704,0,true_negative
test\good\000159.png,good,0,0.515119731426239,0,true_negative
test\good\000160.png,good,0,0.5073220133781433,0,true_negative
test\good\000161.png,good,0,0.5697574019432068,1,false_positive
test\good\000162.png,good,0,0.6203930974006653,1,false_positive
test\good\000163.png,good,0,0.580852746963501,1,false_positive
test\good\000164.png,good,0,0.6294519305229187,1,false_positive
test\good\000165.png,good,0,0.49244368076324463,0,true_negative
test\good\000166.png,good,0,0.4999476671218872,0,true_negative
test\good\000167.png,good,0,0.48450395464897156,0,true_negative
test\good\000168.png,good,0,0.4790361225605011,0,true_negative
test\good\000169.png,good,0,0.508342981338501,0,true_negative
test\good\000170.png,good,0,0.49349716305732727,0,true_negative
test\good\000171.png,good,0,0.5813490152359009,1,false_positive
test\good\000172.png,good,0,0.4938535690307617,0,true_negative
test\good\000173.png,good,0,0.6750588417053223,1,false_positive
test\good\000174.png,good,0,0.45917263627052307,0,true_negative
test\good\000175.png,good,0,0.44409963488578796,0,true_negative
test\good\000176.png,good,0,0.4884045124053955,0,true_negative
test\good\000177.png,good,0,0.6144924163818359,1,false_positive
test\good\000178.png,good,0,0.5021974444389343,0,true_negative
test\good\000179.png,good,0,0.5863909125328064,1,false_positive
test\good\000180.png,good,0,0.553449273109436,1,false_positive
test\good\000181.png,good,0,0.605202317237854,1,false_positive
test\good\000182.png,good,0,0.5346632599830627,0,true_negative
test\good\000183.png,good,0,0.4923512041568756,0,true_negative
test\good\000184.png,good,0,0.5340561270713806,0,true_negative
test\good\000185.png,good,0,0.4817650020122528,0,true_negative
test\good\000186.png,good,0,0.4806581437587738,0,true_negative
test\good\000187.png,good,0,0.48675617575645447,0,true_negative
test\good\000188.png,good,0,0.540278971195221,0,true_negative
test\good\000189.png,good,0,0.49744275212287903,0,true_negative
test\good\000190.png,good,0,0.5097171068191528,0,true_negative
test\good\000191.png,good,0,0.5269051194190979,0,true_negative
test\good\000192.png,good,0,0.4920700192451477,0,true_negative
test\good\000193.png,good,0,0.5400094985961914,0,true_negative
test\good\000194.png,good,0,0.5057316422462463,0,true_negative
test\good\000195.png,good,0,0.5341013669967651,0,true_negative
test\good\000196.png,good,0,0.4933755397796631,0,true_negative
test\good\000197.png,good,0,0.5033868551254272,0,true_negative
test\good\000198.png,good,0,0.656312108039856,1,false_positive
test\good\000199.png,good,0,0.5063785910606384,0,true_negative
test\good\000200.png,good,0,0.53111332654953,0,true_negative
test\good\000201.png,good,0,0.5039064884185791,0,true_negative
test\good\000202.png,good,0,0.6512528657913208,1,false_positive
test\good\000203.png,good,0,0.6302049160003662,1,false_positive
test\good\000204.png,good,0,0.46691253781318665,0,true_negative
test\good\000205.png,good,0,0.4980030655860901,0,true_negative
test\good\000206.png,good,0,0.6281118392944336,1,false_positive
test\good\000207.png,good,0,0.6372978687286377,1,false_positive
test\good\000208.png,good,0,0.5076685547828674,0,true_negative
test\good\000209.png,good,0,0.5192830562591553,0,true_negative
test\good\000210.png,good,0,0.4936668276786804,0,true_negative
test\good\000211.png,good,0,0.4645047187805176,0,true_negative
test\good\000212.png,good,0,0.5139456391334534,0,true_negative
test\good\000213.png,good,0,0.5170618295669556,0,true_negative
test\good\000214.png,good,0,0.4686790406703949,0,true_negative
test\good\000215.png,good,0,0.6138077974319458,1,false_positive
test\good\000216.png,good,0,0.5330561995506287,0,true_negative
test\good\000217.png,good,0,0.49004319310188293,0,true_negative
test\good\000218.png,good,0,0.5321866869926453,0,true_negative
test\good\000219.png,good,0,0.5134786367416382,0,true_negative
