image_path,defect_type,true_label,score
test\bianxing\000023.png,bianxing,1,0.6338620185852051
test\bianxing\000024.png,bianxing,1,0.4981391429901123
test\bianxing\000025.png,bianxing,1,0.5928694605827332
test\bianxing\000026.png,bianxing,1,0.618499219417572
test\bianxing\000027.png,bianxing,1,0.639192521572113
test\bianxing\000028.png,bianxing,1,0.6576530337333679
test\bianxing\000029.png,bianxing,1,0.654495894908905
test\bianxing\000030.png,bianxing,1,0.6734156012535095
test\bianxing\000031.png,bianxing,1,0.6528993248939514
test\bianxing\000032.png,bianxing,1,0.6596266627311707
test\bianxing\000033.png,bianxing,1,0.5292607545852661
test\bianxing\000034.png,bianxing,1,0.6023933291435242
test\bianxing\000035.png,bianxing,1,0.5745587944984436
test\bianxing\000036.png,bianxing,1,0.4969407916069031
test\bianxing\000037.png,bianxing,1,0.6444364786148071
test\bianxing\000038.png,bianxing,1,0.49474036693573
test\bianxing\000039.png,bianxing,1,0.7460088133811951
test\fabai\000000.png,fabai,1,0.49932923913002014
test\fabai\000001.png,fabai,1,0.6300954818725586
test\fabai\000002.png,fabai,1,0.6594783663749695
test\fabai\000003.png,fabai,1,0.6529563069343567
test\fabai\000004.png,fabai,1,0.6731679439544678
test\fabai\000005.png,fabai,1,0.7206794023513794
test\fabai\000006.png,fabai,1,0.7509686946868896
test\fabai\000007.png,fabai,1,0.6224117875099182
test\fabai\000008.png,fabai,1,0.7652699947357178
test\fabai\000009.png,fabai,1,0.5696607232093811
test\fabai\000010.png,fabai,1,0.6443015933036804
test\fabai\000011.png,fabai,1,0.5818450450897217
test\fabai\000012.png,fabai,1,0.5677170157432556
test\fabai\000013.png,fabai,1,0.8008711338043213
test\fabai\000014.png,fabai,1,0.7757145762443542
test\fabai\000015.png,fabai,1,0.6342854499816895
test\fabai\000016.png,fabai,1,0.8373734951019287
test\fabai\000017.png,fabai,1,0.7782489061355591
test\fabai\000018.png,fabai,1,0.9172494411468506
test\fabai\000019.png,fabai,1,0.7573258876800537
test\fabai\000020.png,fabai,1,0.8209708333015442
test\fabai\000021.png,fabai,1,0.8633475303649902
test\fabai\000022.png,fabai,1,0.9111133813858032
test\fabai\000023.png,fabai,1,0.8580203652381897
test\fabai\000024.png,fabai,1,0.683372437953949
test\fabai\000025.png,fabai,1,0.652252197265625
test\fabai\000026.png,fabai,1,0.6833860278129578
test\fabai\000027.png,fabai,1,0.7135137319564819
test\fabai\000028.png,fabai,1,0.656779944896698
test\fabai\000029.png,fabai,1,0.8257688879966736
test\fabai\000030.png,fabai,1,0.7208237051963806
test\fabai\000031.png,fabai,1,0.6011175513267517
test\fabai\000032.png,fabai,1,0.7102391123771667
test\fabai\000033.png,fabai,1,0.710233747959137
test\fabai\000034.png,fabai,1,0.7401435375213623
test\fabai\000035.png,fabai,1,0.7342336177825928
test\fabai\000036.png,fabai,1,0.7204986810684204
test\fabai\000037.png,fabai,1,0.9284535050392151
test\fabai\000038.png,fabai,1,0.8446835279464722
test\fabai\000039.png,fabai,1,0.8736624121665955
test\fabai\000040.png,fabai,1,0.8489052653312683
test\fabai\000041.png,fabai,1,0.4758412837982178
test\fabai\000042.png,fabai,1,0.7140570282936096
test\fabai\000043.png,fabai,1,0.7033668160438538
test\fabai\000044.png,fabai,1,0.7318477034568787
test\fabai\000045.png,fabai,1,0.697163999080658
test\fabai\000046.png,fabai,1,0.6751319766044617
test\fabai\000047.png,fabai,1,0.699287474155426
test\fabai\000048.png,fabai,1,0.7736075520515442
test\fabai\000049.png,fabai,1,0.6111519932746887
test\fabai\000050.png,fabai,1,0.6855819821357727
test\fabai\000051.png,fabai,1,0.6622485518455505
test\fabai\000052.png,fabai,1,0.8468573689460754
test\fabai\000053.png,fabai,1,0.6750602722167969
test\fabai\000054.png,fabai,1,0.7019097805023193
test\fabai\000055.png,fabai,1,0.5765346884727478
test\fabai\000056.png,fabai,1,0.5885695219039917
test\fabai\000057.png,fabai,1,0.6770303249359131
test\fabai\000058.png,fabai,1,0.6059457063674927
test\fabai\000059.png,fabai,1,0.5982468724250793
test\fabai\000060.png,fabai,1,0.6730780601501465
test\fabai\000061.png,fabai,1,0.6691582202911377
test\fabai\000062.png,fabai,1,0.6988608837127686
test\fabai\000063.png,fabai,1,0.6914184093475342
test\fabai\000064.png,fabai,1,0.672065794467926
test\fabai\000065.png,fabai,1,0.7593099474906921
test\fabai\000066.png,fabai,1,0.6869128942489624
test\fabai\000067.png,fabai,1,0.6299412846565247
test\fabai\000068.png,fabai,1,0.5837355852127075
test\fabai\000069.png,fabai,1,0.7658143639564514
test\fabai\000070.png,fabai,1,0.6230515837669373
test\fabai\000071.png,fabai,1,0.6629443168640137
test\fabai\000072.png,fabai,1,0.6374216675758362
test\fabai\000073.png,fabai,1,0.799928605556488
test\fabai\000074.png,fabai,1,0.6538788080215454
test\fabai\000075.png,fabai,1,0.7106415629386902
test\fabai\000076.png,fabai,1,0.7290113568305969
test\fabai\000077.png,fabai,1,0.7155988812446594
test\fabai\000078.png,fabai,1,0.726861298084259
test\fabai\000079.png,fabai,1,0.7076881527900696
test\fabai\000080.png,fabai,1,0.538780689239502
test\fabai\000081.png,fabai,1,0.7888238430023193
test\fabai\000082.png,fabai,1,0.5396802425384521
test\fabai\000083.png,fabai,1,0.5303030014038086
test\fabai\000084.png,fabai,1,0.49840936064720154
test\fabai\000085.png,fabai,1,0.4888392686843872
test\fabai\000086.png,fabai,1,0.5182139873504639
test\fabai\000087.png,fabai,1,0.7644293904304504
test\fabai\000088.png,fabai,1,0.8335574269294739
test\fabai\000089.png,fabai,1,0.8058282136917114
test\fabai\000090.png,fabai,1,0.4624135494232178
test\fabai\000091.png,fabai,1,0.48145434260368347
test\fabai\000092.png,fabai,1,0.4405004680156708
test\fabai\000093.png,fabai,1,0.4396936595439911
test\fabai\000094.png,fabai,1,0.4961898624897003
test\fabai\000095.png,fabai,1,0.7824450135231018
test\fabai\000096.png,fabai,1,0.7753754258155823
test\fabai\000097.png,fabai,1,0.6514734029769897
test\fabai\000098.png,fabai,1,0.6574692130088806
test\fabai\000099.png,fabai,1,0.7226846814155579
test\fabai\000100.png,fabai,1,0.6611127257347107
test\fabai\000101.png,fabai,1,0.6813904643058777
test\fabai\000102.png,fabai,1,0.6875799298286438
test\fabai\000103.png,fabai,1,0.6778323650360107
test\fabai\000104.png,fabai,1,0.6365822553634644
test\fabai\000105.png,fabai,1,0.6774079203605652
test\fabai\000106.png,fabai,1,0.7147771120071411
test\fabai\000107.png,fabai,1,0.5222519040107727
test\good\000000.png,good,0,0.5059986114501953
test\good\000001.png,good,0,0.6556188464164734
test\good\000002.png,good,0,0.47251787781715393
test\good\000003.png,good,0,0.4463820159435272
test\good\000004.png,good,0,0.4998955726623535
test\good\000005.png,good,0,0.5807399749755859
test\good\000006.png,good,0,0.526482105255127
test\good\000007.png,good,0,0.4792289435863495
test\good\000008.png,good,0,0.4830435514450073
test\good\000009.png,good,0,0.4537811875343323
test\good\000010.png,good,0,0.48245227336883545
test\good\000011.png,good,0,0.48830199241638184
test\good\000012.png,good,0,0.5321418046951294
test\good\000013.png,good,0,0.4781188666820526
test\good\000014.png,good,0,0.4703933000564575
test\good\000015.png,good,0,0.5378468632698059
test\good\000016.png,good,0,0.49195918440818787
test\good\000017.png,good,0,0.5189523696899414
test\good\000018.png,good,0,0.5205953121185303
test\good\000019.png,good,0,0.4994100332260132
test\good\000020.png,good,0,0.5271714925765991
test\good\000021.png,good,0,0.5314847826957703
test\good\000022.png,good,0,0.5401551723480225
test\good\000023.png,good,0,0.5143707394599915
test\good\000024.png,good,0,0.45788493752479553
test\good\000025.png,good,0,0.5032859444618225
test\good\000026.png,good,0,0.4920254349708557
test\good\000027.png,good,0,0.5398497581481934
test\good\000028.png,good,0,0.5014389157295227
test\good\000029.png,good,0,0.5360796451568604
test\good\000030.png,good,0,0.5211418271064758
test\good\000031.png,good,0,0.5332493782043457
test\good\000032.png,good,0,0.5238081216812134
test\good\000033.png,good,0,0.4731610417366028
test\good\000034.png,good,0,0.437679648399353
test\good\000035.png,good,0,0.49222734570503235
test\good\000036.png,good,0,0.4884089231491089
test\good\000037.png,good,0,0.4638577997684479
test\good\000038.png,good,0,0.5052355527877808
test\good\000039.png,good,0,0.5090616941452026
test\good\000040.png,good,0,0.5022145509719849
test\good\000041.png,good,0,0.5243921279907227
test\good\000042.png,good,0,0.5159599184989929
test\good\000043.png,good,0,0.4872753322124481
test\good\000044.png,good,0,0.5386863350868225
test\good\000045.png,good,0,0.5798936486244202
test\good\000046.png,good,0,0.43405142426490784
test\good\000047.png,good,0,0.521207332611084
test\good\000048.png,good,0,0.49285370111465454
test\good\000049.png,good,0,0.4768104553222656
test\good\000050.png,good,0,0.47244396805763245
test\good\000051.png,good,0,0.49472975730895996
test\good\000052.png,good,0,0.4858713746070862
test\good\000053.png,good,0,0.6077931523323059
test\good\000054.png,good,0,0.5261260271072388
test\good\000055.png,good,0,0.4845045506954193
test\good\000056.png,good,0,0.636499285697937
test\good\000057.png,good,0,0.5568361282348633
test\good\000058.png,good,0,0.5433251857757568
test\good\000059.png,good,0,0.48513156175613403
test\good\000060.png,good,0,0.49350669980049133
test\good\000061.png,good,0,0.48448020219802856
test\good\000062.png,good,0,0.5322756171226501
test\good\000063.png,good,0,0.4471304714679718
test\good\000064.png,good,0,0.502030074596405
test\good\000065.png,good,0,0.5005517601966858
test\good\000066.png,good,0,0.5400090217590332
test\good\000067.png,good,0,0.47119733691215515
test\good\000068.png,good,0,0.5098251104354858
test\good\000069.png,good,0,0.47171884775161743
test\good\000070.png,good,0,0.707263708114624
test\good\000071.png,good,0,0.48432958126068115
test\good\000072.png,good,0,0.5473389029502869
test\good\000073.png,good,0,0.4954178035259247
test\good\000074.png,good,0,0.4508213698863983
test\good\000075.png,good,0,0.46568208932876587
test\good\000076.png,good,0,0.5066893696784973
test\good\000077.png,good,0,0.5700552463531494
test\good\000078.png,good,0,0.4602130353450775
test\good\000079.png,good,0,0.5047211647033691
test\good\000080.png,good,0,0.5116778612136841
test\good\000081.png,good,0,0.5937228202819824
test\good\000082.png,good,0,0.467390239238739
test\good\000083.png,good,0,0.468473345041275
test\good\000084.png,good,0,0.4918709695339203
test\good\000085.png,good,0,0.5017544031143188
test\good\000086.png,good,0,0.4670742452144623
test\good\000087.png,good,0,0.45917704701423645
test\good\000088.png,good,0,0.49763381481170654
test\good\000089.png,good,0,0.49014440178871155
test\good\000090.png,good,0,0.4612724184989929
test\good\000091.png,good,0,0.5180256962776184
test\good\000092.png,good,0,0.6890401840209961
test\good\000093.png,good,0,0.4756269156932831
test\good\000094.png,good,0,0.6272376179695129
test\good\000095.png,good,0,0.4897383153438568
test\good\000096.png,good,0,0.5010923147201538
test\good\000097.png,good,0,0.46726831793785095
test\good\000098.png,good,0,0.4981817305088043
test\good\000099.png,good,0,0.5225340723991394
test\good\000100.png,good,0,0.5064653754234314
test\good\000101.png,good,0,0.5763571262359619
test\good\000102.png,good,0,0.6557165384292603
test\good\000103.png,good,0,0.7612691521644592
test\good\000104.png,good,0,0.586555540561676
test\good\000105.png,good,0,0.5008862614631653
test\good\000106.png,good,0,0.4710144102573395
test\good\000107.png,good,0,0.4800729751586914
test\good\000108.png,good,0,0.5081302523612976
test\good\000109.png,good,0,0.5112062096595764
test\good\000110.png,good,0,0.49831512570381165
test\good\000111.png,good,0,0.5190418362617493
test\good\000112.png,good,0,0.49989283084869385
test\good\000113.png,good,0,0.47708913683891296
test\good\000114.png,good,0,0.4949411451816559
test\good\000115.png,good,0,0.4847281575202942
test\good\000116.png,good,0,0.49134621024131775
test\good\000117.png,good,0,0.5830749869346619
test\good\000118.png,good,0,0.4531211853027344
test\good\000119.png,good,0,0.48673349618911743
test\good\000120.png,good,0,0.5394108891487122
test\good\000121.png,good,0,0.4705980122089386
test\good\000122.png,good,0,0.4917462468147278
test\good\000123.png,good,0,0.4857657253742218
test\good\000124.png,good,0,0.5611420273780823
test\good\000125.png,good,0,0.5440202355384827
test\good\000126.png,good,0,0.4715467393398285
test\good\000127.png,good,0,0.51861971616745
test\good\000128.png,good,0,0.4992726445198059
test\good\000129.png,good,0,0.5161584615707397
test\good\000130.png,good,0,0.6475769877433777
test\good\000131.png,good,0,0.5974791049957275
test\good\000132.png,good,0,0.5114085674285889
test\good\000133.png,good,0,0.4920843243598938
test\good\000134.png,good,0,0.4708045423030853
test\good\000135.png,good,0,0.5676732063293457
test\good\000136.png,good,0,0.7509891986846924
test\good\000137.png,good,0,0.4832436740398407
test\good\000138.png,good,0,0.4996551275253296
test\good\000139.png,good,0,0.5753571391105652
test\good\000140.png,good,0,0.4678376615047455
test\good\000141.png,good,0,0.5166335105895996
test\good\000142.png,good,0,0.5120173096656799
test\good\000143.png,good,0,0.519652247428894
test\good\000144.png,good,0,0.5984270572662354
test\good\000145.png,good,0,0.6085916757583618
test\good\000146.png,good,0,0.5971358418464661
test\good\000147.png,good,0,0.5583588480949402
test\good\000148.png,good,0,0.47380417585372925
test\good\000149.png,good,0,0.6567898988723755
test\good\000150.png,good,0,0.5027629137039185
test\good\000151.png,good,0,0.48671844601631165
test\good\000152.png,good,0,0.44331300258636475
test\good\000153.png,good,0,0.5225443243980408
test\good\000154.png,good,0,0.45790526270866394
test\good\000155.png,good,0,0.5209291577339172
test\good\000156.png,good,0,0.44389867782592773
test\good\000157.png,good,0,0.5193034410476685
test\good\000158.png,good,0,0.503336489200592
test\good\000159.png,good,0,0.5051184892654419
test\good\000160.png,good,0,0.4717711806297302
test\good\000161.png,good,0,0.5184376835823059
test\good\000162.png,good,0,0.5968531966209412
test\good\000163.png,good,0,0.7154143452644348
test\good\000164.png,good,0,0.5057833790779114
test\good\000165.png,good,0,0.46844637393951416
test\good\000166.png,good,0,0.47452661395072937
test\good\000167.png,good,0,0.49256253242492676
test\good\000168.png,good,0,0.483372300863266
test\good\000169.png,good,0,0.4544874429702759
test\good\000170.png,good,0,0.48790451884269714
test\good\000171.png,good,0,0.4993576407432556
test\good\000172.png,good,0,0.5205633640289307
test\good\000173.png,good,0,0.5734959244728088
test\good\000174.png,good,0,0.4887855052947998
test\good\000175.png,good,0,0.48859351873397827
test\good\000176.png,good,0,0.5194529891014099
test\good\000177.png,good,0,0.548576295375824
test\good\000178.png,good,0,0.5658263564109802
test\good\000179.png,good,0,0.4824082851409912
test\good\000180.png,good,0,0.6359603404998779
test\good\000181.png,good,0,0.5166667699813843
test\good\000182.png,good,0,0.5084741711616516
test\good\000183.png,good,0,0.46260866522789
test\good\000184.png,good,0,0.4701935350894928
test\good\000185.png,good,0,0.46241626143455505
test\good\000186.png,good,0,0.4687306582927704
test\good\000187.png,good,0,0.47325965762138367
test\good\000188.png,good,0,0.4472798705101013
test\good\000189.png,good,0,0.5150625705718994
test\good\000190.png,good,0,0.4971858859062195
test\good\000191.png,good,0,0.5113927125930786
test\good\000192.png,good,0,0.49484312534332275
test\good\000193.png,good,0,0.4927253723144531
test\good\000194.png,good,0,0.5129426717758179
test\good\000195.png,good,0,0.492195725440979
test\good\000196.png,good,0,0.48724302649497986
test\good\000197.png,good,0,0.48634907603263855
test\good\000198.png,good,0,0.6611127257347107
test\good\000199.png,good,0,0.48386985063552856
test\good\000200.png,good,0,0.5489992499351501
test\good\000201.png,good,0,0.47890931367874146
test\good\000202.png,good,0,0.6321025490760803
test\good\000203.png,good,0,0.6807088255882263
test\good\000204.png,good,0,0.47621217370033264
test\good\000205.png,good,0,0.5112902522087097
test\good\000206.png,good,0,0.5385147929191589
test\good\000207.png,good,0,0.6018610596656799
test\good\000208.png,good,0,0.47573429346084595
test\good\000209.png,good,0,0.48824596405029297
test\good\000210.png,good,0,0.47635534405708313
test\good\000211.png,good,0,0.49965858459472656
test\good\000212.png,good,0,0.496479868888855
test\good\000213.png,good,0,0.520570695400238
test\good\000214.png,good,0,0.4916282892227173
test\good\000215.png,good,0,0.5226507186889648
test\good\000216.png,good,0,0.5302115082740784
test\good\000217.png,good,0,0.49030184745788574
test\good\000218.png,good,0,0.5261394381523132
test\good\000219.png,good,0,0.5068116188049316
test\good\000220.png,good,0,0.5052719116210938
test\good\000221.png,good,0,0.47740861773490906
test\good\000222.png,good,0,0.48794031143188477
test\good\000223.png,good,0,0.4741736352443695
test\good\000224.png,good,0,0.46762457489967346
test\good\000225.png,good,0,0.4894537925720215
test\good\000226.png,good,0,0.47518736124038696
test\good\000227.png,good,0,0.5329909324645996
test\good\000228.png,good,0,0.49362456798553467
test\good\000229.png,good,0,0.5005480647087097
test\good\000230.png,good,0,0.4464300870895386
test\good\000231.png,good,0,0.5003565549850464
test\good\000232.png,good,0,0.6986786127090454
test\good\000233.png,good,0,0.521879255771637
test\good\000234.png,good,0,0.47477951645851135
test\good\000235.png,good,0,0.4694361388683319
test\good\000236.png,good,0,0.4713097810745239
test\good\000237.png,good,0,0.5280091762542725
test\good\000238.png,good,0,0.5232859253883362
test\good\000239.png,good,0,0.5050965547561646
test\good\000240.png,good,0,0.5788336992263794
test\good\000241.png,good,0,0.6010164022445679
test\good\000242.png,good,0,0.6222884654998779
test\good\000243.png,good,0,0.5260285139083862
test\good\000244.png,good,0,0.5301533937454224
test\good\000245.png,good,0,0.5783988833427429
test\good\000246.png,good,0,0.4897802770137787
test\good\000247.png,good,0,0.5158745050430298
test\good\000248.png,good,0,0.4914562404155731
test\good\000249.png,good,0,0.48118266463279724
test\good\000250.png,good,0,0.5349138379096985
test\good\000251.png,good,0,0.4663070738315582
test\good\000252.png,good,0,0.4691818654537201
test\good\000253.png,good,0,0.48872366547584534
test\good\000254.png,good,0,0.46848568320274353
test\good\000255.png,good,0,0.4990951120853424
test\good\000256.png,good,0,0.49266451597213745
test\good\000257.png,good,0,0.48263099789619446
test\good\000258.png,good,0,0.5624420642852783
test\good\000259.png,good,0,0.5136354565620422
test\good\000260.png,good,0,0.44703608751296997
test\good\000261.png,good,0,0.6063607931137085
test\good\000262.png,good,0,0.5017527341842651
test\good\000263.png,good,0,0.6584213972091675
test\good\000264.png,good,0,0.4495931565761566
test\good\000265.png,good,0,0.5054912567138672
test\good\000266.png,good,0,0.5285163521766663
test\good\000267.png,good,0,0.5085469484329224
test\good\000268.png,good,0,0.4710823595523834
test\good\000269.png,good,0,0.5307064652442932
test\good\000270.png,good,0,0.5042978525161743
test\good\000271.png,good,0,0.5474213361740112
test\good\000272.png,good,0,0.5519509315490723
test\good\000273.png,good,0,0.47933143377304077
test\good\000274.png,good,0,0.5029938220977783
test\good\000275.png,good,0,0.6218041777610779
test\good\000276.png,good,0,0.6414444446563721
test\good\000277.png,good,0,0.42657172679901123
test\good\000278.png,good,0,0.5472871661186218
test\good\000279.png,good,0,0.4793713390827179
test\good\000280.png,good,0,0.48993992805480957
test\good\000281.png,good,0,0.47519561648368835
test\good\000282.png,good,0,0.5262956023216248
test\good\000283.png,good,0,0.5280048847198486
test\good\000284.png,good,0,0.5388939380645752
test\good\000285.png,good,0,0.4742295742034912
test\good\000286.png,good,0,0.47912806272506714
test\good\000287.png,good,0,0.46377336978912354
test\good\000288.png,good,0,0.5000232458114624
test\good\000289.png,good,0,0.5077958106994629
test\good\000290.png,good,0,0.5151339173316956
test\good\000291.png,good,0,0.5009244680404663
test\good\000292.png,good,0,0.6194709539413452
test\good\000293.png,good,0,0.48670485615730286
test\good\000294.png,good,0,0.46431964635849
test\good\000295.png,good,0,0.5740078687667847
test\good\000296.png,good,0,0.5316229462623596
test\good\000297.png,good,0,0.6294524669647217
test\good\000298.png,good,0,0.47422629594802856
test\good\000299.png,good,0,0.47026681900024414
test\good\000300.png,good,0,0.44768428802490234
test\good\000301.png,good,0,0.5076345205307007
test\good\000302.png,good,0,0.5083683133125305
test\good\000303.png,good,0,0.4758143424987793
test\good\000304.png,good,0,0.4845253527164459
test\good\000305.png,good,0,0.5334467887878418
test\good\000306.png,good,0,0.5883373618125916
test\good\000307.png,good,0,0.508331835269928
test\good\000308.png,good,0,0.4785146415233612
test\good\000309.png,good,0,0.47238442301750183
test\good\000310.png,good,0,0.4981817305088043
test\good\000311.png,good,0,0.5090472102165222
test\good\000312.png,good,0,0.532486081123352
test\good\000313.png,good,0,0.47645115852355957
test\good\000314.png,good,0,0.6643589735031128
test\good\000315.png,good,0,0.5955073833465576
test\good\000316.png,good,0,0.4993329346179962
test\good\000317.png,good,0,0.4835156798362732
test\good\000318.png,good,0,0.5132871866226196
test\good\000319.png,good,0,0.7650445699691772
test\good\000320.png,good,0,0.5396201610565186
test\good\000321.png,good,0,0.5162693858146667
test\good\000322.png,good,0,0.529882550239563
test\good\000323.png,good,0,0.5096703171730042
test\good\000324.png,good,0,0.501431941986084
test\good\000325.png,good,0,0.49819740653038025
test\good\000326.png,good,0,0.6101759672164917
test\good\000327.png,good,0,0.6270735859870911
test\good\000328.png,good,0,0.5107303857803345
test\good\000329.png,good,0,0.4190645217895508
test\good\000330.png,good,0,0.49957579374313354
test\good\000331.png,good,0,0.5840311050415039
test\good\000332.png,good,0,0.5045337080955505
test\good\000333.png,good,0,0.5633569955825806
test\good\000334.png,good,0,0.6870568990707397
test\good\000335.png,good,0,0.5168070197105408
test\good\000336.png,good,0,0.5774943232536316
test\good\000337.png,good,0,0.5021770000457764
test\good\000338.png,good,0,0.526785671710968
test\good\000339.png,good,0,0.4956030547618866
test\good\000340.png,good,0,0.5981473326683044
test\good\000341.png,good,0,0.485186368227005
test\good\000342.png,good,0,0.4761234223842621
test\good\000343.png,good,0,0.5176168084144592
test\good\000344.png,good,0,0.49313032627105713
test\good\000345.png,good,0,0.47476068139076233
test\good\000346.png,good,0,0.4755243957042694
test\good\000347.png,good,0,0.4884788393974304
test\good\000348.png,good,0,0.5152417421340942
test\good\000349.png,good,0,0.5453193187713623
test\good\000350.png,good,0,0.5432413816452026
test\good\000351.png,good,0,0.49560752511024475
test\good\000352.png,good,0,0.4790804386138916
test\good\000353.png,good,0,0.45059072971343994
test\good\000354.png,good,0,0.4881522059440613
test\good\000355.png,good,0,0.47365081310272217
test\good\000356.png,good,0,0.47114941477775574
test\good\000357.png,good,0,0.5467357039451599
test\good\000358.png,good,0,0.505294680595398
test\good\000359.png,good,0,0.5055587291717529
test\good\000360.png,good,0,0.44304412603378296
test\good\000361.png,good,0,0.48049429059028625
test\good\000362.png,good,0,0.49256277084350586
test\good\000363.png,good,0,0.5011932849884033
