product,train_image,test_image,phash_distance
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000078.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000096.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000107.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000108.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000132.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000143.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000152.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000154.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000169.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000183.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000191.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000200.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000219.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000224.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000234.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000251.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000289.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000290.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000316.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000324.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000337.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\good\000341.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\huashang\000106.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\huashang\000108.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\huashang\000110.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\huashang\000112.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\huashang\000113.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\huashang\000115.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\liangying\000023.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\liangying\000024.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\liangying\000030.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\pengshang\000007.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\yashang\000080.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\yise\000014.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\yise\000015.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\yise\000018.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000005.png,Aluminum_Camera_Cover\test\yise\000021.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000007.png,Aluminum_Camera_Cover\test\good\000211.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000007.png,Aluminum_Camera_Cover\test\good\000255.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000007.png,Aluminum_Camera_Cover\test\good\000367.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000008.png,Aluminum_Camera_Cover\test\good\000332.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000009.png,Aluminum_Camera_Cover\test\good\000167.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000009.png,Aluminum_Camera_Cover\test\good\000252.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000009.png,Aluminum_Camera_Cover\test\good\000256.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000009.png,Aluminum_Camera_Cover\test\good\000293.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000009.png,Aluminum_Camera_Cover\test\good\000323.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000009.png,Aluminum_Camera_Cover\test\good\000352.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\fabai\000014.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\fabai\000019.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\fabai\000021.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000003.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000034.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000039.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000040.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000046.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000071.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000074.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000077.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000078.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000096.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000107.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000108.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000132.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000143.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000152.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000154.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000169.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000183.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000191.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000200.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000219.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000224.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000234.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000251.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000289.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000290.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000316.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000324.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000337.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\good\000341.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\huashang\000106.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\huashang\000108.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\huashang\000110.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\huashang\000112.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\huashang\000113.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\huashang\000115.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\liangying\000023.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\liangying\000024.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\liangying\000030.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\pengshang\000007.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\yashang\000080.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\yise\000014.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\yise\000015.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\yise\000018.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000011.png,Aluminum_Camera_Cover\test\yise\000021.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000012.png,Aluminum_Camera_Cover\test\good\000044.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000012.png,Aluminum_Camera_Cover\test\good\000069.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000012.png,Aluminum_Camera_Cover\test\good\000189.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000012.png,Aluminum_Camera_Cover\test\good\000254.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000012.png,Aluminum_Camera_Cover\test\good\000299.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000012.png,Aluminum_Camera_Cover\test\good\000355.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000013.png,Aluminum_Camera_Cover\test\good\000043.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\good\000098.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\good\000310.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\huashang\000059.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\huashang\000085.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\liangying\000010.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\yashang\000038.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\yashang\000046.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\yashang\000050.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\yashang\000063.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\yashang\000068.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000016.png,Aluminum_Camera_Cover\test\yashang\000074.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000002.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000035.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000048.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000050.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000126.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000165.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000174.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000175.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000222.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000236.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000273.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000288.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000018.png,Aluminum_Camera_Cover\test\good\000342.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000019.png,Aluminum_Camera_Cover\test\good\000329.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000021.png,Aluminum_Camera_Cover\test\aotu\000033.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000021.png,Aluminum_Camera_Cover\test\good\000125.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000021.png,Aluminum_Camera_Cover\test\good\000190.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000022.png,Aluminum_Camera_Cover\test\good\000167.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000022.png,Aluminum_Camera_Cover\test\good\000252.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000022.png,Aluminum_Camera_Cover\test\good\000256.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000022.png,Aluminum_Camera_Cover\test\good\000293.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000022.png,Aluminum_Camera_Cover\test\good\000323.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000022.png,Aluminum_Camera_Cover\test\good\000352.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000023.png,Aluminum_Camera_Cover\test\yashang\000130.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000037.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000045.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000052.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000101.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000102.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000158.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000166.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000238.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000244.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000024.png,Aluminum_Camera_Cover\test\huashang\000252.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000025.png,Aluminum_Camera_Cover\test\good\000041.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000049.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000115.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000118.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000136.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000176.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000204.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000235.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000282.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\good\000285.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\huashang\000201.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\liangying\000053.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\liangying\000054.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\liangying\000055.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\yashang\000095.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\yashang\000096.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\yashang\000097.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000028.png,Aluminum_Camera_Cover\test\yashang\000098.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\fabai\000014.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\fabai\000019.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\fabai\000021.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000003.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000034.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000039.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000040.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000046.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000071.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000074.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000077.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000078.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000096.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000107.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000108.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000132.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000143.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000152.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000154.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000169.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000183.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000191.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000200.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000219.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000224.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000234.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000251.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000289.png,0
Aluminum_Camera_Cover,Aluminum_Camera_Cover\train\good\000030.png,Aluminum_Camera_Cover\test\good\000290.png,0
