image_path,valid_patches,baseline_score,baseline_ms,chunked_score,chunked_ms,chunked_score_diff,chunked_prediction_match,faiss_cpu_score,faiss_cpu_ms,faiss_cpu_score_diff,faiss_cpu_prediction_match,faiss_gpu_score,faiss_gpu_ms,faiss_gpu_score_diff,faiss_gpu_prediction_match
data\3CAD\Aluminum_Camera_Cover\test\aotu\000066.png,1024,0.6367857456207275,9.486199996899813,0.6367857456207275,9.869400004390627,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000068.png,1024,0.653019368648529,9.481800021603703,0.653019368648529,9.905299986712635,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000069.png,1024,0.7327864766120911,9.414499974809587,0.7327864766120911,9.747100004460663,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000071.png,1024,0.6608448028564453,9.524699999019504,0.6608448028564453,9.883299993816763,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000073.png,1024,0.7885116338729858,9.435400017537177,0.7885116338729858,9.7859000088647,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000074.png,1024,0.7861604690551758,9.378099988680333,0.7861604690551758,9.679200011305511,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000075.png,1024,0.6531202793121338,9.411800012458116,0.6531202793121338,9.803100023418665,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000077.png,1024,0.7485570311546326,9.451500023715198,0.7485570311546326,9.875399991869926,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000078.png,1024,0.5572713017463684,9.481200017035007,0.5572713017463684,9.907599946018308,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\aotu\000079.png,1024,0.5827265977859497,9.416699991561472,0.5827265977859497,9.764899965375662,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000001.png,1024,0.6675367951393127,9.415000036824495,0.6675367951393127,9.746800002176315,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000002.png,1024,0.7062366008758545,9.493899997323751,0.7062366008758545,9.855999960564077,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000003.png,384,0.7732505798339844,3.8438999908976257,0.7732505798339844,3.837800002656877,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000006.png,1024,0.6558697819709778,9.371399995870888,0.6558697819709778,9.824100008700043,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000007.png,1024,0.5675538182258606,9.450499957893044,0.5675538182258606,9.750699973665178,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000008.png,1024,0.7215869426727295,9.405800024978817,0.7215869426727295,9.755199949722737,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000010.png,1024,0.5886440873146057,9.38010000390932,0.5886440873146057,9.698100038804114,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000012.png,1024,0.6714245080947876,9.46600001771003,0.6714245080947876,9.789999981876463,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000014.png,1024,0.5794684886932373,9.358399955090135,0.5794684886932373,9.730199992191046,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000015.png,1024,0.7215092182159424,9.390499966684729,0.7215092182159424,9.760299988556653,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000017.png,1024,0.5618351101875305,9.396200010087341,0.5618351101875305,9.979300026316196,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000018.png,1024,0.5930473804473877,9.418800007551908,0.5930473804473877,9.795599966309965,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000020.png,1024,0.5100886821746826,9.376699978020042,0.5100886821746826,9.755800012499094,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000024.png,1024,0.563056230545044,9.435299958568066,0.563056230545044,9.77130001410842,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000025.png,1024,0.625579833984375,9.502000000793487,0.625579833984375,9.84809995861724,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000026.png,1024,0.6207813024520874,9.40229999832809,0.6207813024520874,9.775999991688877,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000029.png,1024,0.6693481802940369,9.436399966944009,0.6693481802940369,9.789899981115013,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000034.png,1024,0.6851099133491516,9.465100010856986,0.6851099133491516,9.770900011062622,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000036.png,1024,0.4998726546764374,9.371799998916686,0.4998726546764374,9.804599976632744,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000037.png,1024,0.6791919469833374,9.502600005362183,0.6791919469833374,9.803200024180114,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000000.png,1024,0.5932599306106567,9.434600011445582,0.5932599306106567,9.799999999813735,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000001.png,1024,0.6614870429039001,9.501299995463341,0.6614870429039001,9.856000018771738,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000006.png,1024,0.78801429271698,9.388499951455742,0.78801429271698,9.773600031621754,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000007.png,1024,0.7367808222770691,9.499799984041601,0.7367808222770691,9.831500006839633,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000008.png,1024,0.7913769483566284,9.395999950356781,0.7913769483566284,9.777400002349168,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000011.png,1024,0.6610460877418518,9.461299981921911,0.6610460877418518,9.78889997350052,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000013.png,1024,0.786730170249939,9.444699971936643,0.786730170249939,9.77710000006482,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000014.png,1024,0.77434241771698,9.444700030144304,0.77434241771698,9.798499988391995,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000015.png,1024,0.6642240285873413,9.527399961370975,0.6642240285873413,9.862000006251037,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000019.png,1024,0.7426658272743225,9.447399992495775,0.7426658272743225,9.756099956575781,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000020.png,1024,0.8234887719154358,9.422099974472076,0.8234887719154358,9.814499993808568,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000022.png,1024,0.8769047856330872,9.41110000712797,0.8769047856330872,9.753099991939962,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000023.png,1024,0.8607137203216553,9.485999995376915,0.8607137203216553,9.879799967166036,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000025.png,1024,0.6811081767082214,9.462599991820753,0.6811081767082214,9.8365000449121,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000032.png,960,0.7911626100540161,8.565700030885637,0.7911626100540161,9.281000006012619,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000033.png,448,0.7758994102478027,4.302199988160282,0.7758994102478027,4.209599981550127,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000034.png,448,0.7574102878570557,4.468999977689236,0.7574102878570557,4.380099999252707,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000037.png,1024,0.9367109537124634,9.419900015927851,0.9367109537124634,9.78600000962615,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000038.png,1024,0.8730224967002869,9.389700018800795,0.8730224967002869,9.667999984230846,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000041.png,1024,0.594819188117981,9.390999970491976,0.594819188117981,9.766000031959265,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000043.png,1024,0.7305129766464233,9.475399972870946,0.7305129766464233,9.840300015639514,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000047.png,448,0.7190918326377869,4.439299984369427,0.7190918326377869,4.267200012691319,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000048.png,448,0.7831876277923584,4.351200012024492,0.7831876277923584,4.246200027409941,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000049.png,448,0.6338568925857544,4.3413000530563295,0.6338568925857544,4.252400016412139,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000051.png,1024,0.730403482913971,9.40540002193302,0.730403482913971,9.780400025192648,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000053.png,1024,0.7547109723091125,9.366299957036972,0.7547109723091125,9.689200029242784,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000054.png,1024,0.7585439682006836,9.34749998850748,0.7585439682006836,9.694400010630488,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000055.png,1024,0.6452192664146423,9.543599968310446,0.6452192664146423,9.824000007938594,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000056.png,1024,0.6522083282470703,9.383299970068038,0.6522083282470703,9.747100004460663,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000058.png,1024,0.7004820704460144,9.330899978522211,0.7004820704460144,9.671000007074326,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000059.png,1024,0.6659339070320129,9.485499991569668,0.6659339070320129,9.86750004813075,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000062.png,896,0.7429903745651245,8.296600019093603,0.7429903745651245,8.658999984618276,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000064.png,896,0.7200710773468018,8.228300022892654,0.7200710773468018,8.641300024464726,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000067.png,1024,0.6959091424942017,9.4377999776043,0.6959091424942017,9.753799997270107,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000068.png,1024,0.6478158235549927,9.373399952892214,0.6478158235549927,9.728899982292205,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000070.png,896,0.718244194984436,8.341499953530729,0.718244194984436,8.713599992915988,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000073.png,896,0.8563734292984009,8.28380003804341,0.8563734292984009,8.847100019920617,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000075.png,896,0.7425082921981812,8.38010001461953,0.7425082921981812,8.750000037252903,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000076.png,896,0.7339299917221069,8.309199998620898,0.7339299917221069,8.704699983354658,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000077.png,896,0.7396847605705261,8.341600012499839,0.7396847605705261,8.730500005185604,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000079.png,896,0.7705984115600586,8.424100000411272,0.7705984115600586,8.728899993002415,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000080.png,1024,0.5667887330055237,9.444299968890846,0.5667887330055237,9.71630000276491,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000082.png,1024,0.5618725419044495,9.482900029979646,0.5618725419044495,9.837100049480796,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000086.png,384,0.5526835918426514,3.8607000024057925,0.5526835918426514,3.739900013897568,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000087.png,768,0.7800105214118958,7.229899987578392,0.7800105214118958,7.485600013751537,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000088.png,768,0.8316258788108826,7.22730002598837,0.8316258788108826,7.432700018398464,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000089.png,768,0.8075000643730164,7.224500004667789,0.8075000643730164,7.428299984894693,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000093.png,384,0.5029401183128357,3.819799982011318,0.5029401183128357,3.7136999890208244,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000096.png,768,0.7698768377304077,7.097999972756952,0.7698768377304077,7.394400017801672,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000098.png,896,0.7215863466262817,8.324599999468774,0.7215863466262817,8.773199981078506,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000100.png,896,0.6779981851577759,8.403799962252378,0.6779981851577759,8.874999999534339,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000101.png,896,0.721102237701416,8.321300032548606,0.721102237701416,8.731199952308089,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000103.png,896,0.7382192611694336,8.310700010042638,0.7382192611694336,8.690499991644174,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\fabai\000104.png,640,0.7533485293388367,6.091599992942065,0.7533485293388367,6.043999979738146,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000000.png,1024,0.5733451247215271,9.479800006374717,0.5733451247215271,10.068500007037073,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000001.png,1024,0.6355306506156921,9.616499999538064,0.6355306506156921,10.231100022792816,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000002.png,1024,0.553925096988678,9.54470003489405,0.553925096988678,9.851799986790866,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000004.png,1024,0.5409414768218994,9.47180000366643,0.5409414768218994,9.780399966984987,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000007.png,640,0.6164004802703857,6.084199994802475,0.6164004802703857,6.156700022984296,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000011.png,1024,0.5802468061447144,9.457900014240295,0.5802468061447144,9.77860001148656,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000013.png,1024,0.5418444871902466,9.469199983868748,0.5418444871902466,9.823700005654246,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000017.png,1024,0.5851718187332153,9.40079998690635,0.5851718187332153,9.75329999346286,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000019.png,896,0.5512442588806152,8.35630000801757,0.5512442588806152,8.799400005955249,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000020.png,896,0.5319180488586426,8.41100001707673,0.5319180488586426,8.77409998793155,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000023.png,1024,0.5968549847602844,9.524900000542402,0.5968549847602844,9.982899995520711,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000025.png,384,0.5405372977256775,3.8476999616250396,0.5405372977256775,3.7603999953716993,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000026.png,1024,0.5465094447135925,9.663699951488525,0.5465094447135925,10.261300019919872,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000027.png,1024,0.572289764881134,9.53119999030605,0.572289764881134,9.970700019039214,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000028.png,1024,0.5588736534118652,9.612299967557192,0.5588736534118652,10.05699997767806,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000029.png,1024,0.6067327260971069,9.54739999724552,0.6067327260971069,10.067199997138232,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000030.png,640,0.5554438233375549,6.185100006405264,0.5554438233375549,6.190199987031519,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000031.png,1024,0.5642411708831787,9.733199956826866,0.5642411708831787,10.261400020681322,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000033.png,384,0.518101155757904,4.097800003364682,0.518101155757904,4.202999989502132,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000034.png,1024,0.5026418566703796,9.723499999381602,0.5026418566703796,10.752500034868717,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000035.png,1024,0.5033115148544312,10.339199972804636,0.5033115148544312,10.543300013523549,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000037.png,1024,0.5366312265396118,9.778100007679313,0.5366312265396118,10.417699988465756,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000038.png,1024,0.5274253487586975,9.86750004813075,0.5274253487586975,10.326199990231544,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000039.png,1024,0.5864717960357666,9.656700014602393,0.5864717960357666,10.294600040651858,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000040.png,1024,0.5380833745002747,9.57580003887415,0.5380833745002747,9.93110000854358,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000041.png,640,0.5570009350776672,6.124400009866804,0.5570009350776672,6.096899975091219,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000047.png,1024,0.6417428255081177,9.637599985580891,0.6417428255081177,9.95179999154061,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000048.png,1024,0.5356156229972839,9.53859998844564,0.5356156229972839,10.049600037746131,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000050.png,1024,0.48992252349853516,9.553700045216829,0.48992252349853516,10.004799987655133,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000051.png,1024,0.5336410403251648,9.534500015433878,0.5336410403251648,9.965900040697306,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000052.png,896,0.6257476210594177,8.450600027572364,0.6257476210594177,8.842699986416847,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000053.png,1024,0.6449926495552063,9.58760001230985,0.6449926495552063,9.88959998358041,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000054.png,1024,0.5551033020019531,9.459500026423484,0.5551033020019531,9.840499958954751,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000056.png,1024,0.6886628270149231,9.359599964227527,0.6886628270149231,9.774900041520596,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000062.png,384,0.5356758236885071,3.814700001385063,0.5356758236885071,3.7168999551795423,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000063.png,384,0.5100271105766296,3.8321000174619257,0.5100271105766296,3.710300021339208,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000065.png,1024,0.5314401388168335,9.707100049126893,0.5314401388168335,9.872200025711209,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000068.png,384,0.4895108938217163,3.8013000157661736,0.4895108938217163,3.6761999945156276,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000070.png,1024,0.6914180517196655,9.36820002971217,0.6914180517196655,9.72530001308769,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000071.png,1024,0.5220336318016052,9.360899974126369,0.5220336318016052,9.75490000564605,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000072.png,1024,0.6353769898414612,9.500399988610297,0.6353769898414612,10.0098000257276,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000073.png,1024,0.5419552326202393,9.545099979732186,0.5419552326202393,9.987899975385517,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000077.png,1024,0.590769350528717,9.466200019232929,0.590769350528717,9.85559995751828,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000078.png,1024,0.510986864566803,9.620400029234588,0.510986864566803,10.018399974796921,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000080.png,1024,0.5543869733810425,9.549300011713058,0.5543869733810425,10.00840001506731,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000081.png,896,0.6513877511024475,8.41100001707673,0.6513877511024475,8.838400011882186,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000085.png,1024,0.46549147367477417,9.58300003549084,0.46549147367477417,9.946799953468144,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000086.png,1024,0.4980475902557373,9.467700030654669,0.4980475902557373,9.82020003721118,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000088.png,1024,0.48050782084465027,9.464100003242493,0.48050782084465027,9.854500007349998,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000090.png,1024,0.5118128657341003,9.44240001263097,0.5118128657341003,9.793900011572987,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000094.png,1024,0.6742344498634338,9.449300006963313,0.6742344498634338,9.902200021315366,0.0,True,,,,,,,,
data\3CAD\Aluminum_Camera_Cover\test\good\000095.png,1024,0.5629830956459045,9.48670000070706,0.5629830956459045,9.810900024604052,0.0,True,,,,,,,,
