image_path,label,defect_type,score,valid_patches,disk_read_ms,rgb_conversion_ms,resize_ms,canvas_paste_ms,valid_mask_ms,pil_to_tensor_ms,normalize_ms,cpu_to_gpu_ms,feature_extraction_ms,patch_processing_ms,nearest_neighbor_ms,total_ms
data\3CAD\Aluminum_Camera_Cover\test\aotu\000048.png,1,aotu,0.6536194086074829,1024,3.3448999747633934,0.9772999910637736,3.2831999706104398,0.07520004874095321,0.1471999567002058,0.4200999974273145,0.5830000154674053,0.24889997439458966,1.9170999876223505,0.4764999612234533,9.315199975389987,21.09809999819845
data\3CAD\Aluminum_Camera_Cover\test\aotu\000051.png,1,aotu,0.6033011674880981,1024,3.580800024792552,1.0600999812595546,4.154899972490966,0.16390002565458417,0.17330003902316093,0.47069997526705265,0.5748000112362206,0.33569999504834414,2.3287999792955816,0.5249999812804163,9.321200021076947,23.095700016710907
data\3CAD\Aluminum_Camera_Cover\test\aotu\000052.png,1,aotu,0.7493700981140137,1024,3.842300036922097,1.070900005288422,4.025500034913421,0.049399968702346087,0.16410002717748284,0.45140000293031335,0.60299999313429,0.4165999707765877,2.162399992812425,0.5281000048853457,9.32069995906204,23.01659999648109
data\3CAD\Aluminum_Camera_Cover\test\aotu\000054.png,1,aotu,0.670883059501648,1024,3.4499000175856054,0.9617999894544482,3.114700026344508,0.10369997471570969,0.20220002625137568,0.437400012742728,0.583500019274652,0.29420002829283476,2.0918999798595905,0.6176999886520207,9.406500030308962,21.600100037176162
data\3CAD\Aluminum_Camera_Cover\test\aotu\000058.png,1,aotu,0.6822783350944519,1024,4.302199988160282,0.9962000185623765,3.547899948898703,0.07609999738633633,0.18889998318627477,0.4852000274695456,0.6272000027820468,0.4456000169739127,2.7039999840781093,0.7275000098161399,9.346499980892986,23.912100004963577
data\3CAD\Aluminum_Camera_Cover\test\aotu\000060.png,1,aotu,0.5997135639190674,1024,4.2286000098101795,1.0531000443734229,4.115399962756783,0.10019994806498289,0.17549999756738544,0.47040003119036555,0.6212999578565359,0.3312000189907849,2.141700009815395,0.5043000564910471,9.337899973616004,23.441199969965965
data\3CAD\Aluminum_Camera_Cover\test\aotu\000064.png,1,aotu,0.6821602582931519,1024,3.808799956459552,0.9745000279508531,3.3875000081025064,0.08780002826824784,0.14519999967887998,0.5213000113144517,0.6396999815478921,0.2846000134013593,2.3802999639883637,0.5870999884791672,9.377199981827289,22.605699952691793
data\3CAD\Aluminum_Camera_Cover\test\aotu\000066.png,1,aotu,0.6367857456207275,1024,4.702800011727959,1.392600010149181,4.30249999044463,0.0686999992467463,0.20439998479560018,0.5018999800086021,0.6360000115819275,0.368500011973083,2.4542000028304756,0.5768999690189958,9.308700042311102,24.990799953229725
data\3CAD\Aluminum_Camera_Cover\test\aotu\000068.png,1,aotu,0.653019368648529,1024,3.7449999945238233,1.0827999794855714,3.8141999975778162,0.05119998240843415,0.12700003571808338,0.4303999594412744,0.5863000405952334,0.305499997921288,1.9890000112354755,0.5062000127509236,9.295299998484552,22.264599974732846
data\3CAD\Aluminum_Camera_Cover\test\aotu\000069.png,1,aotu,0.7327863574028015,1024,3.6572999670170248,1.1484000133350492,4.753999994136393,0.05069997860118747,0.12790004257112741,0.5341000505723059,0.7072000298649073,0.31999999191612005,2.623499953188002,0.754999986384064,9.344000020064414,24.518599966540933
data\3CAD\Aluminum_Camera_Cover\test\aotu\000071.png,1,aotu,0.6608448028564453,1024,4.045900015626103,1.118200016207993,3.5814999719150364,0.06930000381544232,0.14870002632960677,0.4537999629974365,0.6364000146277249,0.3182999789714813,2.0464000408537686,0.4884999943897128,9.339300042483956,22.587799991015345
data\3CAD\Aluminum_Camera_Cover\test\aotu\000073.png,1,aotu,0.7885116338729858,1024,3.6146999918855727,1.0639999527484179,4.4392000418156385,0.10069995187222958,0.17110002227127552,0.4813999985344708,0.6102999905124307,0.3075999557040632,3.7652000319212675,0.6746999570168555,9.316799987573177,24.94739997200668
data\3CAD\Aluminum_Camera_Cover\test\aotu\000074.png,1,aotu,0.7861604690551758,1024,2.9927000286988914,0.9872000082395971,3.0460000270977616,0.08540000999346375,0.16739999409765005,0.43590000132098794,0.5829999572597444,0.3040999872609973,1.9751000218093395,0.4658999969251454,9.318099997472018,20.671800011768937
data\3CAD\Aluminum_Camera_Cover\test\aotu\000075.png,1,aotu,0.6531202793121338,1024,2.654500014614314,0.9296000353060663,3.1552999862469733,0.05659996531903744,0.12520002201199532,0.4488999838940799,0.631399976555258,0.27080002473667264,2.0194999524392188,0.4694999661296606,9.389200014993548,20.48609999474138
data\3CAD\Aluminum_Camera_Cover\test\aotu\000077.png,1,aotu,0.7485570311546326,1024,6.241800030693412,0.991599983535707,4.8871999606490135,0.05050003528594971,0.14080002438277006,0.522000016644597,0.6201000069268048,0.48669998068362474,3.7559999618679285,0.7651000050827861,9.414199972525239,28.432500024791807
data\3CAD\Aluminum_Camera_Cover\test\aotu\000078.png,1,aotu,0.5572713017463684,1024,3.2235999824479222,0.9617999894544482,3.0463000293821096,0.0523999915458262,0.20070001482963562,0.4689999623224139,0.5531000206246972,0.3046999918296933,2.1889000199735165,0.5147000192664564,9.314199967775494,21.203599986620247
data\3CAD\Aluminum_Camera_Cover\test\aotu\000079.png,1,aotu,0.5827265977859497,1024,4.363399988505989,0.9658000199124217,3.112100006546825,0.05470000905916095,0.14640000881627202,0.4096999764442444,0.5734000005759299,0.31650002347305417,1.8559999880380929,0.44249999336898327,9.314099967014045,21.87009999761358
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000001.png,1,bianxing,0.6675367951393127,1024,4.1584999999031425,1.3923000078648329,3.342200012411922,0.1354999840259552,0.20979996770620346,0.47610001638531685,0.5714999861083925,0.3492000396363437,2.3859000066295266,0.5376000190153718,9.35179996304214,23.348200018517673
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000002.png,1,bianxing,0.7062364220619202,1024,4.4225999736227095,1.0751999798230827,3.992400015704334,0.08819997310638428,0.15730003360658884,0.41499995859339833,0.5698000313714147,0.27240003691986203,2.1428000181913376,0.5170000367797911,9.36229998478666,23.392700008116663
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000003.png,1,bianxing,0.7732505798339844,384,1.0473000002093613,0.168000056874007,0.7225999725051224,0.09539996972307563,0.9515000274404883,0.44219999108463526,0.5902999546378851,0.2567999763414264,2.1102000027894974,0.5388999707065523,3.7379999994300306,10.99639997119084
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000006.png,1,bianxing,0.6558697819709778,1024,4.632600001059473,0.9994999854825437,3.097200009506196,0.05860003875568509,0.08509994950145483,0.23910001618787646,0.5711999838240445,0.24550000671297312,2.038799982983619,0.567199953366071,9.297299955505878,22.180599975399673
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000007.png,1,bianxing,0.5675538182258606,1024,4.660399979911745,1.0547999991104007,4.085700027644634,0.10120001388713717,0.1506999833509326,0.39439997635781765,0.521400012075901,0.30859996331855655,2.030500036198646,0.45759999193251133,9.346200036816299,23.441099969204515
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000008.png,1,bianxing,0.7215868234634399,1024,3.8290999946184456,0.9840000420808792,3.4482000046409667,0.07879995973780751,0.146100006531924,0.4683000151999295,0.6285000126808882,0.2778000198304653,2.778199966996908,0.5322999786585569,9.30149998748675,22.8299000300467
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000010.png,1,bianxing,0.5886439681053162,1024,4.260400019120425,1.1072999914176762,4.128700005821884,0.07409998215734959,0.14519999967887998,0.4107999848201871,0.5568999913521111,0.29180001001805067,1.872900000307709,0.4414999857544899,9.3771000392735,22.992399986833334
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000012.png,1,bianxing,0.6714245080947876,1024,4.048299975693226,0.9508999646641314,2.938699966762215,0.05189998773857951,0.12729997979477048,0.3845000173896551,0.5185999907553196,0.23700000019744039,1.7929999739862978,0.505999953020364,9.312200010754168,21.165299986023456
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000014.png,1,bianxing,0.5794684886932373,1024,3.5738999722525477,0.9883000166155398,3.73070000205189,0.08050003089010715,0.14709995593875647,0.4304000176489353,0.5943999858573079,0.31920004403218627,2.3788000107742846,0.5507000023499131,9.32370004011318,22.516399971209466
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000015.png,1,bianxing,0.7215090394020081,1024,2.791800012346357,0.9866000036709011,3.0640000477433205,0.05089998012408614,0.17800001660361886,0.43159996857866645,0.583200016990304,0.2660999889485538,1.9641999970190227,0.49459998263046145,9.38299996778369,20.513599971309304
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000017.png,1,bianxing,0.5618351101875305,1024,3.569599997717887,0.9413000079803169,3.3647000091150403,0.08129997877404094,0.14479999663308263,0.44139998499304056,0.45009999303147197,0.26709999656304717,2.368299989029765,0.6050000083632767,9.383700031321496,21.998299984261394
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000018.png,1,bianxing,0.5930473804473877,1024,3.806099994108081,1.1135999811813235,3.5322000039741397,0.09709998266771436,0.22260000696405768,0.4781000316143036,0.6407000473700464,0.3654999891296029,2.3092000046744943,0.556300044991076,9.450000012293458,22.949700010940433
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000020.png,1,bianxing,0.5100886821746826,1024,3.552699985448271,1.1141999857500196,3.376399981789291,0.052799994591623545,0.1534000039100647,0.46469998778775334,0.6333999917842448,0.3255000337958336,2.5388000067323446,0.5925999721512198,9.337300027254969,22.579299984499812
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000024.png,1,bianxing,0.563056230545044,1024,4.0194999892264605,1.2008000048808753,4.359600017778575,0.05339999916031957,0.14359998749569058,0.5071999621577561,0.6883000023663044,0.39409997407346964,2.4896999821066856,0.5406999844126403,9.342700010165572,24.152600031811744
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000025.png,1,bianxing,0.625579833984375,1024,4.210500046610832,0.9951999527402222,3.2993999775499105,0.0801000278443098,0.14439999358728528,0.40259998058900237,0.575200014282018,0.2962999860756099,2.253199985716492,0.4889999981969595,9.309699991717935,22.371200029738247
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000026.png,1,bianxing,0.6207813024520874,1024,3.8139999960549176,1.1245999485254288,4.098099947441369,0.07259997073560953,0.1941000227816403,0.5406999844126403,0.6812000065110624,0.4017999744974077,2.288400020916015,0.5164000322110951,9.324499987997115,23.454200010746717
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000029.png,1,bianxing,0.6693481802940369,1024,3.928599995560944,0.9979000315070152,3.3425000146962702,0.07129996083676815,0.16360002337023616,0.4124999977648258,0.598000013269484,0.256399973295629,2.2541999933309853,0.5662000039592385,9.323400037828833,22.258700046222657
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000034.png,1,bianxing,0.6851100325584412,1024,2.817499975208193,1.0431999689899385,3.9099999703466892,0.08940004045143723,0.17929996829479933,0.43000001460313797,0.5778999766334891,0.3831000067293644,2.2737999679520726,0.541800050996244,9.353700035717338,21.987999964039773
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000036.png,1,bianxing,0.4998726546764374,1024,2.806800010148436,1.012900029309094,3.106200019828975,0.062700011767447,0.12639997294172645,0.4084000247530639,0.5889000021852553,0.2440999960526824,1.9051000126637518,0.4585999995470047,9.392399981152266,20.4224000335671
data\3CAD\Aluminum_Camera_Cover\test\bianxing\000037.png,1,bianxing,0.6791921257972717,1024,4.00040001841262,0.9810999617911875,3.7685000570490956,0.10410003596916795,0.1753999968059361,0.450699997600168,0.5937999812886119,0.3448000061325729,2.315299992915243,0.5731999990530312,9.340999997220933,23.04200001526624
data\3CAD\Aluminum_Camera_Cover\test\fabai\000000.png,1,fabai,0.5932599306106567,1024,3.491200041025877,0.9706999990157783,3.207499976269901,0.06059999577701092,0.14140002895146608,0.3918000147677958,0.5601999582722783,0.24859997211024165,1.9975000177510083,0.48439996317029,9.425099997315556,21.296999999321997
data\3CAD\Aluminum_Camera_Cover\test\fabai\000001.png,1,fabai,0.6614870429039001,1024,3.6282999790273607,0.9888999629765749,3.363700001500547,0.10830000974237919,0.16569998115301132,0.46549999387934804,0.5440000095404685,0.3569999826140702,2.3713000118732452,0.5525999586097896,9.508499992080033,22.464799985755235
data\3CAD\Aluminum_Camera_Cover\test\fabai\000006.png,1,fabai,0.78801429271698,1024,3.673900035209954,1.0293999803252518,3.185099980328232,0.12240000069141388,0.15809998149052262,0.4163000266999006,0.5936999805271626,0.2699000178836286,2.0052999607287347,0.5277000018395483,9.359000017866492,21.683000028133392
data\3CAD\Aluminum_Camera_Cover\test\fabai\000007.png,1,fabai,0.7367808222770691,1024,3.6017000093124807,0.9954000124707818,3.4739000257104635,0.07189996540546417,0.1800000318326056,0.5448000156320632,0.61779998941347,0.37429999792948365,2.512300037778914,0.6368000176735222,9.36240004375577,22.81239995500073
data\3CAD\Aluminum_Camera_Cover\test\fabai\000008.png,1,fabai,0.7913769483566284,1024,2.9817000031471252,0.999899988528341,3.114999970421195,0.0942000187933445,0.18699996871873736,0.43780001578852534,0.5949999904260039,0.2830000012181699,2.0867999992333353,0.5113999941386282,9.327299951110035,20.965699979569763
data\3CAD\Aluminum_Camera_Cover\test\fabai\000011.png,1,fabai,0.6610462665557861,1024,3.354499989654869,0.990699976682663,3.117399988695979,0.09320001117885113,0.18580001778900623,0.5571999936364591,0.685799983330071,0.3268999862484634,2.8073000139556825,0.596199999563396,9.297999960836023,22.38689997466281
data\3CAD\Aluminum_Camera_Cover\test\fabai\000013.png,1,fabai,0.786730170249939,1024,3.4629000001586974,1.0744999744929373,4.111900052521378,0.076299998909235,0.22109999554231763,0.49079995369538665,0.6186999962665141,0.38029998540878296,2.6450000004842877,0.5674000130966306,9.35639999806881,23.41540000634268
data\3CAD\Aluminum_Camera_Cover\test\fabai\000014.png,1,fabai,0.7743424773216248,1024,3.1707000453025103,0.9897000272758305,3.0992000247351825,0.050499977078288794,0.14080002438277006,0.40419999277219176,0.5666000070050359,0.2832000027410686,2.1131999674253166,0.5097000394016504,9.283300023525953,20.965900039300323
data\3CAD\Aluminum_Camera_Cover\test\fabai\000015.png,1,fabai,0.6642240285873413,1024,4.150299995671958,1.0056999744847417,3.0519000138156116,0.07770000956952572,0.14809996355324984,0.38350000977516174,0.5536000244319439,0.30780001543462276,1.8789999885484576,0.4575000493787229,9.33710002573207,21.665800013579428
data\3CAD\Aluminum_Camera_Cover\test\fabai\000019.png,1,fabai,0.7426660060882568,1024,2.9256000416353345,0.9451999794691801,3.1374000245705247,0.05779997445642948,0.1341000315733254,0.4020999767817557,0.5280000041238964,0.258500047493726,1.8581999465823174,0.4535000189207494,9.328299958724529,20.335400011390448
data\3CAD\Aluminum_Camera_Cover\test\fabai\000020.png,1,fabai,0.8234888911247253,1024,3.0604000203311443,0.9701999952085316,3.126600000541657,0.050600036047399044,0.1686000032350421,0.5268999957479537,0.6766000296920538,0.532599980942905,2.4625000078231096,0.49569999100640416,9.284899977501482,21.845200040843338
data\3CAD\Aluminum_Camera_Cover\test\fabai\000022.png,1,fabai,0.8769047856330872,1024,3.618000017013401,1.164299959782511,4.2195999994874,0.10120001388713717,0.19679998513311148,0.4768000217154622,0.6258999928832054,0.32709998777136207,2.4230999988503754,0.7893000147305429,9.40080004511401,23.76339997863397
data\3CAD\Aluminum_Camera_Cover\test\fabai\000023.png,1,fabai,0.8607137203216553,1024,2.913000003900379,0.9845999884419143,3.5736000281758606,0.05440000677481294,0.13510003918781877,0.47019997145980597,0.6309000309556723,0.3029999788850546,2.2459999890998006,0.5144999595358968,15.036199998576194,27.207500010263175
data\3CAD\Aluminum_Camera_Cover\test\fabai\000025.png,1,fabai,0.6811081767082214,1024,3.160600026603788,0.9904999751597643,3.3308000420220196,0.09499996667727828,0.14190003275871277,0.451300002168864,0.6501000025309622,0.28500001644715667,2.7603000053204596,0.7025999948382378,9.32970002759248,22.326700040139258
data\3CAD\Aluminum_Camera_Cover\test\fabai\000032.png,1,fabai,0.7911626100540161,960,1.5708999708294868,0.3522000042721629,1.34529999922961,0.03659998765215278,0.11369999265298247,0.42539997957646847,0.6648999988101423,0.32920000376179814,2.3185000172816217,0.5795999895781279,8.503899967763573,16.647999989800155
data\3CAD\Aluminum_Camera_Cover\test\fabai\000033.png,1,fabai,0.7758994102478027,448,0.8928999886848032,0.06699998630210757,0.6950999959371984,0.028699985705316067,0.11650001397356391,0.44319999869912863,0.6142000202089548,0.28010003734380007,2.153499983251095,0.533199985511601,4.292699974030256,10.449099994730204
data\3CAD\Aluminum_Camera_Cover\test\fabai\000034.png,1,fabai,0.7574102878570557,448,1.039800001308322,0.054500007536262274,0.6172999856062233,0.020099978428333998,0.061700004152953625,0.23259996669366956,0.5482000415213406,0.23310002870857716,1.7244999762624502,0.4412999842315912,4.288500000257045,9.552499977871776
data\3CAD\Aluminum_Camera_Cover\test\fabai\000037.png,1,fabai,0.9367109537124634,1024,3.9401999674737453,0.9912000386975706,3.0855999793857336,0.05440000677481294,0.09630003478378057,0.25069998810067773,0.5743000074289739,0.25209999876096845,1.9178999937139452,0.5505000008270144,9.313899965491146,21.416899980977178
data\3CAD\Aluminum_Camera_Cover\test\fabai\000038.png,1,fabai,0.8730224967002869,1024,4.0899000014178455,1.0891000274568796,4.20919997850433,0.06230000872164965,0.14900002861395478,0.43809995986521244,0.6052000098861754,0.3174999728798866,2.217200002633035,0.5188000504858792,9.383599972352386,23.470900021493435
data\3CAD\Aluminum_Camera_Cover\test\fabai\000041.png,1,fabai,0.594819188117981,1024,4.220200004056096,0.9836000390350819,3.1769999768584967,0.058699981309473515,0.13050000416114926,0.42240001494064927,0.5723999929614365,0.2512000501155853,1.8443000153638422,0.48779998905956745,9.29550000000745,21.770199993625283
data\3CAD\Aluminum_Camera_Cover\test\fabai\000043.png,1,fabai,0.7305129766464233,1024,3.4642000100575387,0.9810000192373991,4.008800024166703,0.07210002513602376,0.15469995560124516,0.43569999979808927,0.5837000207975507,0.37049996899440885,2.202600007876754,0.5312000284902751,9.344199963379651,22.53239997662604
data\3CAD\Aluminum_Camera_Cover\test\fabai\000047.png,1,fabai,0.7190918326377869,448,1.0231999913230538,0.06340001709759235,0.6870999932289124,0.02099998528137803,0.1210999907925725,0.4054000019095838,0.5925999721512198,0.24320004740729928,1.8871999927796423,0.45089999912306666,4.238099965732545,10.036599996965379
data\3CAD\Aluminum_Camera_Cover\test\fabai\000048.png,1,fabai,0.7831876277923584,448,0.8705999935045838,0.04539999645203352,0.6357000092975795,0.019499973859637976,0.058699981309473515,0.29170000925660133,0.5843000253662467,0.3026999766007066,2.499599999282509,0.5218999576754868,4.272399994079024,10.486299986951053
data\3CAD\Aluminum_Camera_Cover\test\fabai\000049.png,1,fabai,0.6338568925857544,448,0.9169999975711107,0.044899992644786835,0.6480999873019755,0.020600040443241596,0.06089999806135893,0.20570005290210247,0.5749000119976699,0.24180003674700856,1.8137000151909888,0.47850003466010094,4.232699982821941,9.549500013235956
data\3CAD\Aluminum_Camera_Cover\test\fabai\000051.png,1,fabai,0.7304033637046814,1024,3.675399988424033,1.039800001308322,3.3841999829746783,0.049400026910007,0.09629997657611966,0.2905000001192093,0.6214000168256462,0.2734999870881438,2.72170000243932,0.5814000032842159,9.280899947043508,22.347699967212975
data\3CAD\Aluminum_Camera_Cover\test\fabai\000053.png,1,fabai,0.7547109723091125,1024,3.3250999986194074,0.9564999490976334,3.994499973487109,0.06019999273121357,0.14670001110062003,0.4178999806754291,0.5614000256173313,0.34950004192069173,2.094100054819137,0.5050000036135316,9.37849999172613,22.158399980980903
data\3CAD\Aluminum_Camera_Cover\test\fabai\000054.png,1,fabai,0.7585439682006836,1024,3.652599989436567,0.9230999858118594,3.2929000444710255,0.060399994254112244,0.12929999502375722,0.4295000107958913,0.5742000066675246,0.2530000056140125,2.0232999813742936,0.5120999994687736,9.361999982502311,21.545799972955137
data\3CAD\Aluminum_Camera_Cover\test\fabai\000055.png,1,fabai,0.6452192664146423,1024,4.093699972145259,1.0134000331163406,3.3218999742530286,0.08050003089010715,0.15540001913905144,0.4490999854169786,0.6146000232547522,0.2853000187315047,2.0154000376351178,0.4623999702744186,9.358000010251999,22.177700011525303
data\3CAD\Aluminum_Camera_Cover\test\fabai\000056.png,1,fabai,0.6522083282470703,1024,4.1745000053197145,1.0303000453859568,3.1135999597609043,0.045900000259280205,0.18610002007335424,0.43349998304620385,0.5889000021852553,0.30179996974766254,2.097100019454956,0.5020999815315008,9.339199983514845,22.1585999825038
